zip,latitude,longitude
53517,43.03,-89.84
53518,43.24,-90.6
53520,42.61,-89.37
53521,42.84,-89.4
53522,42.55,-89.8
53523,42.99,-89.02
53525,42.55,-88.85
53526,42.97,-90.33
53527,43.07,-89.2
53528,43.12,-89.64
53529,43.23,-89.54
53530,42.69,-90.11
53531,43.06,-89.09
53532,43.24,-89.34
53533,42.97,-90.14
53534,42.84,-89.07
53535,43.01,-90.13
53536,42.77,-89.28
53537,42.67,-89.21
53538,42.92,-88.85
53540,43.22,-90.29
53541,42.57,-90.03
53542,42.63,-89.16
53543,43.04,-90.36
53544,42.88,-89.93
53545,42.69,-89.04
53546,42.67,-89
53547,42.73,-89.03
53549,42.99,-88.79
53550,42.57,-89.49
53551,43.08,-88.91
53553,42.92,-90.29
53554,42.91,-90.43
53555,43.33,-89.56
53556,43.21,-90.24
53557,43.34,-88.8
53558,43.02,-89.29
53559,43.17,-89.07
53560,43.18,-89.78
53561,43.37,-89.69
53562,43.1,-89.51
53563,42.78,-88.96
53565,42.85,-90.17
53566,42.6,-89.64
53569,42.99,-90.44
53570,42.75,-89.61
53571,43.28,-89.36
53572,42.99,-89.74
53573,43.19,-90.46
53574,42.82,-89.64
53575,42.93,-89.38
53576,42.64,-89.24
53577,43.3,-90.08
53578,43.32,-89.75
53579,43.3,-88.87
53580,42.85,-90.38
53581,43.36,-90.41
53582,43.02,-89.98
53583,43.27,-89.77
53584,43.28,-90.29
53585,42.52,-88.72
53586,42.57,-90.24
53587,42.58,-89.9
53588,43.17,-90.07
53589,42.93,-89.22
53590,43.19,-89.23
53591,43.07,-89.42
53593,42.99,-89.56
53594,43.19,-88.98
53595,42.98,-90.14
53596,43.19,-89.26
53597,43.18,-89.45
53598,43.21,-89.34
53599,42.65,-89.86
53648,42.55,-88.08
53698,43.68,-90.27
53701,43.07,-89.42
53702,43.07,-89.42
53703,43.08,-89.38
53704,43.12,-89.35
53705,43.07,-89.45
53706,43.07,-89.41
53707,43.07,-89.42
53708,43.07,-89.42
53709,43.07,-89.42
53710,43.07,-89.42
53711,43.04,-89.44
53713,43.04,-89.39
53714,43.1,-89.32
53715,43.06,-89.4
53716,43.07,-89.32
53717,43.07,-89.52
53718,43.1,-89.27
53719,43.03,-89.51
53725,43.07,-89.42
53726,43.07,-89.42
53744,43.07,-89.42
53777,43.07,-89.42
53778,43.07,-89.42
53779,43.1,-89.32
53780,43.07,-89.42
53782,43.07,-89.42
53783,43.16,-89.29
53784,43.05,-89.34
53785,43.07,-89.42
53786,43.07,-89.42
53787,43.07,-89.42
53788,43.08,-89.38
53789,43.07,-89.42
53790,43.07,-89.42
53791,43.07,-89.42
53792,43.07,-89.42
53793,43.07,-89.42
53794,43.07,-89.42
53801,42.92,-91.09
53802,42.87,-90.94
53803,42.56,-90.37
53804,42.87,-90.91
53805,43.14,-90.7
53806,42.73,-90.95
53807,42.61,-90.45
53808,42.63,-90.59
53809,42.99,-90.63
53810,42.82,-90.99
53811,42.53,-90.5
53812,42.86,-90.79
53813,42.85,-90.7
53816,43,-90.85
53817,42.94,-90.98
53818,42.74,-90.49
53820,42.7,-90.69
53821,43.04,-91.12
53824,42.86,-90.79
53825,42.93,-90.57
53826,43.12,-90.91
53827,43.06,-90.82
53886,42.52,-90.34
53901,43.55,-89.47
53910,43.91,-89.81
53911,43.32,-89.37
53913,43.48,-89.75
53916,43.46,-88.84
53917,43.41,-88.7
53919,43.73,-88.79
53920,43.66,-89.59
53922,43.52,-88.71
53923,43.56,-89.14
53924,43.5,-90.27
53925,43.34,-89.04
53926,43.66,-89.2
53927,43.96,-89.94
53928,43.43,-89.15
53929,43.75,-90.29
53930,43.69,-89.49
53931,43.74,-88.87
53932,43.41,-89.06
53933,43.57,-88.9
53934,43.97,-89.85
53935,43.59,-89.07
53936,43.87,-89.71
53937,43.38,-90.16
53939,43.69,-89.13
53940,43.59,-89.79
53941,43.58,-90.14
53942,43.47,-90.16
53943,43.4,-90.04
53944,43.71,-89.9
53946,43.73,-89.03
53947,43.75,-89.14
53948,43.78,-90.06
53949,43.79,-89.34
53950,43.9,-90.14
53951,43.39,-89.84
53952,43.78,-89.6
53953,43.77,-89.46
53954,43.52,-89.32
53955,43.4,-89.42
53956,43.54,-89.01
53957,43.54,-89.01
53958,43.39,-89.96
53959,43.53,-89.99
53960,43.44,-89.24
53961,43.47,-89.94
53962,43.69,-90.27
53963,43.63,-88.74
53964,43.91,-89.49
53965,43.65,-89.78
53968,43.65,-90.24
53969,43.5,-89.31
53981,43.41,-90.27
53995,43.39,-89.4
54001,45.33,-92.38
54002,44.97,-92.37
54003,44.78,-92.45
54004,45.32,-92.13
54005,45.24,-92.23
54006,45.59,-92.64
54007,45.19,-92.37
54009,45.35,-92.6
54010,44.73,-92.47
54011,44.72,-92.47
54012,45.12,-92.29
54013,45.06,-92.19
54014,44.63,-92.55
54015,44.96,-92.45
54016,44.98,-92.72
54017,45.12,-92.54
54020,45.3,-92.64
54021,44.75,-92.78
54022,44.85,-92.62
54023,44.97,-92.55
54024,45.47,-92.62
54025,45.14,-92.68
54026,45.22,-92.54
54027,44.94,-92.19
54028,44.94,-92.28
54034,43.69,-90.48
54035,43.75,-88.42
54052,43.49,-90.71
54061,44.39,-88.73
54082,45.07,-92.74
54101,44.79,-88.05
54102,45.5,-88.08
54103,45.66,-88.48
54104,45.43,-88.25
54106,44.47,-88.46
54107,44.71,-88.45
54110,44.18,-88.07
54111,44.83,-88.4
54112,45.05,-88.05
54113,44.26,-88.31
54114,45.25,-88.15
54115,44.42,-88.08
54119,45.61,-88.17
54120,45.76,-88.43
54121,45.87,-88.27
54123,44.21,-88.16
54124,44.9,-88.38
54125,45.63,-88.34
54126,44.29,-88.05
54127,44.8,-88.27
54128,44.86,-88.8
54129,44.13,-88.19
54130,44.29,-88.26
54131,44.42,-88.46
54135,44.9,-88.6
54136,44.27,-88.34
54137,44.76,-88.25
54138,45.31,-88.48
54139,44.94,-88.07
54140,44.29,-88.31
54141,44.73,-88.01
54143,45.09,-87.65
54149,45.2,-88.51
54150,44.98,-88.86
54151,45.73,-87.97
54152,44.57,-88.47
54153,44.89,-87.9
54154,44.87,-88.16
54155,44.52,-88.18
54156,45.6,-87.95
54157,45.06,-87.77
54159,45.21,-87.8
54160,44.12,-88.1
54161,45.12,-88.17
54162,44.66,-88.24
54165,44.52,-88.31
54166,44.78,-88.61
54169,44.17,-88.28
54170,44.51,-88.56
54171,44.72,-88.1
54173,44.64,-88.04
54174,45.05,-88.38
54175,45.31,-88.62
54177,45.37,-87.88
54180,44.33,-88.16
54182,44.73,-88.37
54201,44.61,-87.47
54202,45.06,-87.13
54203,44.11,-87.48
54204,44.75,-87.65
54205,44.59,-87.62
54206,44.24,-87.8
54207,44.09,-87.98
54208,44.36,-87.8
54209,45.03,-87.28
54210,45.27,-87.05
54211,45.16,-87.17
54212,45.15,-87.24
54213,44.69,-87.51
54214,44.2,-87.72
54215,44.22,-87.8
54216,44.46,-87.54
54217,44.56,-87.71
54220,44.1,-87.69
54221,44.13,-87.6
54226,45.06,-87.01
54227,44.28,-87.79
54228,44.26,-87.65
54229,44.56,-87.82
54230,44.14,-87.91
54232,44.01,-87.92
54234,45.19,-87.12
54235,44.84,-87.38
54240,44.33,-87.62
54241,44.17,-87.59
54242,44.83,-91.21
54245,44.04,-87.9
54246,45.37,-86.9
54247,44.19,-87.79
54301,44.49,-88.02
54302,44.51,-87.98
54303,44.53,-88.04
54304,44.5,-88.06
54305,44.46,-88.01
54306,44.46,-88.01
54307,44.46,-88.01
54308,44.46,-87.81
54310,45.21,-87.04
54311,44.49,-87.92
54313,44.56,-88.1
54324,44.46,-88.01
54337,45.61,-92.32
54344,44.43,-88.11
54353,45.54,-92.4
54383,46.19,-91.96
54401,44.96,-89.67
54402,44.9,-89.77
54403,44.98,-89.59
54404,44.47,-90.02
54405,44.95,-90.3
54406,44.42,-89.31
54407,44.51,-89.3
54408,45.03,-89.28
54409,45.12,-89.13
54410,44.54,-90.04
54411,45.04,-90.02
54412,44.66,-89.99
54413,44.28,-90.13
54414,44.95,-89.16
54415,44.62,-89.92
54416,44.88,-88.96
54417,45.03,-89.65
54418,45.22,-88.96
54419,45.22,-90.33
54420,44.62,-90.37
54421,44.9,-90.31
54422,44.98,-90.44
54423,44.59,-89.42
54424,45.28,-89.2
54425,45.01,-90.33
54426,44.91,-89.98
54427,44.83,-89.24
54428,45.44,-89.14
54429,44.78,-89.25
54430,45.14,-88.88
54431,45.12,-90.35
54432,44.9,-89.77
54433,45.19,-90.82
54434,45.21,-90.48
54435,45.37,-89.44
54436,44.56,-90.45
54437,44.78,-90.63
54439,45.21,-90.48
54440,44.83,-89.37
54441,44.65,-90.11
54442,45.35,-89.67
54443,44.61,-89.74
54444,45.25,-89.03
54446,44.76,-90.48
54447,45.08,-90.73
54448,44.94,-89.84
54449,44.66,-90.18
54450,45.01,-89.05
54451,45.17,-90.41
54452,45.18,-89.7
54454,44.62,-89.87
54455,44.79,-89.69
54456,44.55,-90.61
54457,44.26,-89.88
54458,44.49,-89.31
54459,45.43,-90.27
54460,44.95,-90.54
54462,45.39,-89.01
54463,45.52,-89.18
54464,45.25,-89.03
54465,45.39,-88.89
54466,44.4,-90.24
54467,44.45,-89.54
54469,44.35,-89.86
54470,45.3,-90.17
54471,44.92,-89.44
54472,44.47,-90.02
54473,44.64,-89.34
54474,44.89,-89.62
54475,44.48,-89.79
54476,44.9,-89.58
54479,44.76,-90.33
54480,45.06,-90.3
54481,44.52,-89.56
54484,44.79,-90.06
54485,45.38,-89.2
54486,44.73,-89.05
54487,45.51,-89.73
54488,44.84,-90.33
54489,44.46,-90
54490,45.32,-90.4
54491,45.21,-88.74
54492,44.51,-89.53
54493,44.73,-90.79
54494,44.37,-89.79
54495,44.38,-89.91
54498,45.03,-90.63
54499,44.8,-89.18
54501,45.65,-89.39
54511,45.7,-88.81
54512,46.08,-89.67
54513,45.55,-90.14
54514,46.02,-90.45
54515,45.54,-90.51
54517,46.14,-90.93
54519,46.04,-89.29
54520,45.52,-88.91
54521,45.92,-89.25
54524,45.85,-90.42
54525,46.43,-90.22
54526,45.5,-90.86
54527,46.12,-90.64
54529,45.71,-89.69
54530,45.55,-90.73
54531,45.75,-89.8
54532,45.34,-89.74
54534,46.41,-90.22
54536,46.35,-90.34
54537,45.53,-90.61
54538,45.96,-89.91
54539,45.81,-89.58
54540,46.15,-89.37
54541,45.55,-88.66
54542,45.92,-88.69
54543,45.73,-89.53
54545,46.12,-89.84
54546,46.27,-90.7
54547,46.18,-90.06
54548,45.87,-89.79
54550,46.41,-90.25
54551,46.19,-89.77
54552,45.93,-90.34
54554,46.06,-89.08
54555,45.72,-90.4
54556,45.55,-90.32
54557,46.22,-89.74
54558,45.91,-89.49
54559,46.5,-90.45
54560,46,-89.53
54561,46.06,-89.45
54562,45.82,-89.11
54563,45.48,-90.98
54564,45.63,-89.97
54565,46.31,-90.44
54566,45.43,-88.67
54568,45.92,-89.68
54601,43.8,-91.21
54602,43.91,-91.17
54603,43.85,-91.25
54610,44.36,-91.85
54611,44.44,-90.94
54612,44.25,-91.49
54613,44.06,-89.91
54614,43.89,-90.97
54615,44.28,-90.8
54616,44.29,-91.23
54618,43.96,-90.29
54619,43.75,-90.78
54620,44.09,-90.84
54621,43.66,-91.08
54622,44.25,-91.83
54623,43.71,-91.02
54624,43.43,-91.16
54625,44.13,-91.53
54626,43.22,-91.06
54627,44.17,-91.26
54628,43.37,-91
54629,44.13,-91.68
54630,44.09,-91.36
54631,43.29,-90.83
54632,43.56,-91.17
54634,43.61,-90.41
54635,44.4,-91.05
54636,43.98,-91.25
54637,43.88,-90.27
54638,43.8,-90.38
54639,43.61,-90.62
54640,43.25,-91.05
54641,43.95,-90.05
54642,44.15,-91.05
54643,44.19,-90.64
54644,44.03,-91.06
54645,43.31,-90.93
54646,44.06,-90.07
54648,43.84,-90.62
54649,43.97,-90.36
54650,43.9,-91.23
54651,43.74,-90.57
54652,43.45,-90.76
54653,43.87,-90.92
54654,43.27,-90.96
54655,43.39,-90.77
54656,43.97,-90.81
54657,43.19,-90.89
54658,43.69,-91.2
54659,44.31,-91.12
54660,43.98,-90.48
54661,44.03,-91.45
54662,44,-90.56
54664,43.5,-90.65
54665,43.54,-90.9
54666,44.13,-90.43
54667,43.66,-90.86
54669,43.9,-91.09
54670,43.83,-90.49
54699,43.9,-91.07
54701,44.78,-91.48
54702,44.73,-91.29
54703,44.83,-91.51
54720,44.8,-91.44
54721,44.62,-92.08
54722,44.7,-91.13
54723,44.61,-92.45
54724,45.1,-91.48
54725,45.06,-92.03
54726,44.95,-91.02
54727,44.96,-91.16
54728,45.31,-91.64
54729,44.93,-91.39
54730,45.01,-91.73
54731,45.36,-91.05
54732,45.16,-91.17
54733,45.28,-91.85
54734,45.09,-92.12
54735,44.95,-91.9
54736,44.61,-91.92
54737,44.72,-92
54738,44.59,-91.49
54739,44.87,-91.69
54740,44.76,-92.15
54741,44.6,-90.99
54742,44.76,-91.29
54743,44.31,-91.81
54744,45.32,-91.88
54745,45.25,-91.16
54746,44.55,-90.9
54747,44.38,-91.48
54748,45.07,-91.26
54749,44.95,-92.08
54750,44.62,-92.31
54751,44.87,-91.93
54754,44.43,-90.79
54755,44.58,-91.69
54756,44.45,-91.96
54757,45.24,-91.52
54758,44.56,-91.22
54759,44.48,-92.14
54760,44.42,-91.21
54761,44.62,-92.18
54762,45.25,-91.99
54763,45.19,-91.88
54764,44.95,-91.9
54765,45.14,-91.7
54766,45.32,-90.89
54767,44.83,-92.26
54768,44.96,-90.93
54769,44.53,-92.24
54770,44.55,-91.39
54771,44.95,-90.8
54772,45.08,-91.9
54773,44.38,-91.31
54774,45.07,-91.29
54801,45.85,-91.94
54805,45.42,-92.03
54806,46.58,-90.9
54810,45.46,-92.4
54812,45.4,-91.86
54813,45.65,-92.02
54814,46.86,-90.85
54816,46.68,-91.14
54817,45.66,-91.55
54818,45.42,-91.85
54819,45.45,-91.29
54820,46.59,-91.55
54821,46.21,-91.14
54822,45.4,-91.73
54824,45.45,-92.53
54826,45.51,-92.18
54827,46.8,-91.11
54828,45.86,-91.26
54829,45.55,-92.05
54830,46.04,-92.22
54832,46.33,-91.3
54834,45.74,-91.48
54835,45.67,-91.23
54836,46.45,-92.22
54837,45.68,-92.42
54838,46.23,-91.82
54839,46.36,-91.14
54840,45.75,-92.67
54841,45.61,-91.78
54842,46.51,-91.85
54843,46.01,-91.35
54844,46.77,-91.21
54845,45.81,-92.14
54846,46.37,-90.75
54847,46.55,-91.38
54848,45.48,-91.11
54849,46.48,-91.68
54850,46.8,-90.73
54851,45.47,-92.52
54853,45.58,-92.46
54854,46.63,-91.7
54855,46.4,-90.82
54856,46.43,-91.11
54857,45.59,-91.6
54858,45.53,-92.47
54859,46.13,-91.84
54861,46.6,-90.65
54862,45.77,-91.14
54863,45.46,-91.71
54864,46.59,-91.81
54865,46.76,-91.4
54867,45.77,-91.22
54868,45.52,-91.73
54870,45.71,-91.77
54871,45.75,-91.99
54872,45.78,-92.39
54873,46.35,-91.71
54874,46.59,-91.95
54875,45.95,-91.68
54876,45.84,-91.48
54880,46.68,-92.09
54886,45.88,-90.97
54888,45.97,-91.88
54889,45.41,-92.16
54890,46.53,-91.92
54891,46.69,-90.94
54893,45.87,-92.29
54895,45.42,-91.43
54896,45.84,-90.94
54901,44.04,-88.54
54902,43.99,-88.55
54903,44.07,-88.64
54904,44.02,-88.61
54906,44.07,-88.64
54909,44.28,-89.36
54911,44.28,-88.39
54912,44.42,-88.46
54913,44.32,-88.4
54914,44.27,-88.44
54915,44.24,-88.38
54919,44.42,-88.46
54921,44.31,-89.55
54922,44.54,-88.74
54923,43.98,-88.95
54926,44.62,-89.02
54927,44.1,-88.66
54928,44.73,-88.89
54929,44.64,-88.75
54930,44.03,-89.52
54931,44.42,-88.46
54932,43.83,-88.63
54933,44.67,-88.71
54934,44,-88.84
54935,43.77,-88.43
54936,43.74,-88.52
54937,43.79,-88.49
54940,44.24,-88.85
54941,43.84,-88.97
54942,44.29,-88.54
54943,44.12,-89.57
54944,44.33,-88.62
54945,44.56,-89.13
54946,44.34,-89.15
54947,44.19,-88.69
54948,44.78,-88.87
54949,44.47,-88.92
54950,44.67,-88.9
54951,44.42,-88.46
54952,44.21,-88.41
54956,44.18,-88.48
54957,44.2,-88.68
54960,43.96,-89.23
54961,44.39,-88.76
54962,44.48,-89.03
54963,44.04,-88.76
54964,43.92,-88.73
54965,44.17,-89.04
54966,44.22,-89.51
54967,44.14,-88.99
54968,43.84,-89.14
54969,44.27,-88.78
54970,44.06,-89.1
54971,43.85,-88.84
54974,43.8,-88.66
54975,44.46,-88.92
54976,44.18,-89.11
54977,44.45,-89.15
54978,44.81,-88.9
54979,43.88,-88.53
54980,43.99,-88.77
54981,44.33,-89.11
54982,44.06,-89.29
54983,44.32,-88.94
54984,44.19,-89.2
54985,44.08,-88.52
54986,44.11,-88.73
54990,44.46,-88.92
55001,44.9,-92.82
55002,45.51,-92.89
55003,45.02,-92.78
55005,45.4,-93.24
55006,45.72,-93.2
55007,45.96,-93.1
55008,45.57,-93.24
55009,44.49,-92.89
55010,44.54,-93.15
55011,45.34,-93.27
55012,45.42,-92.81
55013,45.37,-92.89
55014,45.15,-93.14
55016,44.83,-92.94
55017,45.68,-93.42
55018,44.42,-93
55019,44.42,-93.23
55020,44.57,-93.36
55021,44.29,-93.29
55024,44.65,-93.15
55025,45.27,-92.99
55026,44.52,-92.33
55027,44.41,-92.63
55029,45.64,-93.2
55030,45.84,-93.12
55031,44.61,-92.99
55032,45.59,-93.01
55033,44.73,-92.86
55036,45.87,-93.12
55037,46.01,-92.79
55038,45.16,-93
55040,45.47,-93.28
55041,44.42,-92.29
55042,45,-92.91
55043,44.93,-92.77
55044,44.67,-93.27
55045,45.39,-92.84
55046,44.46,-93.42
55047,45.2,-92.82
55049,44.17,-93.24
55051,45.9,-93.29
55052,44.23,-93.44
55053,44.34,-93.06
55054,44.57,-93.35
55055,44.87,-93
55056,45.51,-92.98
55057,44.46,-93.17
55060,44.07,-93.23
55063,45.82,-92.96
55065,44.53,-93.03
55066,44.54,-92.54
55067,46.07,-92.72
55068,44.73,-93.13
55069,45.69,-92.97
55070,45.4,-93.37
55071,44.84,-92.99
55072,46.13,-92.71
55073,45.28,-92.83
55074,45.38,-92.73
55075,44.89,-93.05
55076,44.84,-93.04
55077,44.83,-93.07
55078,45.51,-92.89
55079,45.4,-93.03
55080,45.65,-93.21
55082,45.05,-92.83
55083,45.02,-92.98
55084,45.42,-92.68
55085,44.67,-92.97
55087,44.25,-93.39
55088,44.54,-93.39
55089,44.59,-92.7
55090,45.05,-92.96
55092,45.33,-93.07
55101,44.96,-93.08
55102,44.94,-93.12
55103,44.96,-93.12
55104,44.95,-93.16
55105,44.93,-93.17
55106,44.97,-93.05
55107,44.93,-93.09
55108,44.98,-93.17
55109,45.01,-93.02
55110,45.08,-93.01
55111,44.88,-93.2
55112,45.08,-93.19
55113,45.01,-93.16
55114,44.96,-93.2
55115,45.06,-92.96
55116,44.91,-93.17
55117,44.99,-93.11
55118,44.9,-93.1
55119,44.96,-93.01
55120,44.87,-93.15
55121,44.84,-93.14
55122,44.8,-93.2
55123,44.8,-93.13
55124,44.74,-93.21
55125,44.92,-92.94
55126,45.09,-93.14
55127,45.08,-93.08
55128,44.99,-92.97
55129,44.9,-92.9
55133,45.01,-93.11
55144,45.01,-93.11
55145,45.01,-93.11
55146,44.94,-93.08
55150,44.88,-93.16
55155,44.95,-93.1
55161,45.01,-93.11
55164,44.99,-93.11
55165,45.01,-93.11
55166,45.01,-93.11
55168,45.01,-93.11
55169,45.01,-93.11
55170,45.01,-93.11
55171,45.01,-93.11
55172,45.01,-93.11
55175,45.01,-93.11
55177,45.01,-93.11
55182,45.01,-93.11
55184,46.84,-92.2
55187,45.01,-93.11
55188,45.01,-93.11
55189,45.01,-93.11
55190,45.01,-93.11
55191,45.01,-93.11
55272,46.15,-93.08
55301,45.24,-93.66
55302,45.25,-94.12
55303,45.25,-93.42
55304,45.25,-93.29
55305,44.95,-93.43
55306,44.73,-93.29
55307,44.61,-94.11
55308,45.43,-93.85
55309,45.36,-93.74
55310,44.76,-94.88
55311,45.1,-93.49
55312,44.72,-94.34
55313,45.18,-93.85
55314,44.75,-94.61
55315,44.74,-93.66
55316,45.17,-93.38
55317,44.87,-93.54
55318,44.81,-93.61
55319,45.47,-93.93
55320,45.39,-94.06
55321,45.09,-94.19
55322,44.77,-93.78
55323,45.02,-93.47
55324,45.06,-94.4
55325,45.09,-94.32
55327,45.22,-93.48
55328,45.03,-93.8
55329,45.32,-94.57
55330,45.32,-93.58
55331,44.9,-93.58
55332,44.53,-94.72
55333,44.54,-94.87
55334,44.54,-94.22
55335,44.53,-94.53
55336,44.77,-94.17
55337,44.77,-93.27
55338,44.67,-94.01
55339,44.73,-93.96
55340,45.07,-93.56
55341,45.16,-93.66
55342,44.74,-94.72
55343,44.92,-93.41
55344,44.87,-93.43
55345,44.92,-93.48
55346,44.88,-93.49
55347,44.83,-93.46
55348,44.85,-93.4
55349,45.06,-94.07
55350,44.9,-94.39
55352,44.66,-93.61
55353,45.33,-94.33
55354,44.88,-94.06
55355,45.1,-94.53
55356,44.99,-93.58
55357,45.09,-93.65
55358,45.24,-94
55359,45,-93.69
55360,44.91,-93.9
55361,44.94,-93.59
55362,45.3,-93.81
55363,45.05,-93.92
55364,44.93,-93.66
55365,45.2,-93.89
55366,44.67,-94.23
55367,44.89,-93.97
55368,44.76,-93.92
55369,45.12,-93.43
55370,44.79,-94.05
55371,45.58,-93.58
55372,44.7,-93.42
55373,45.09,-93.74
55374,45.2,-93.57
55375,44.91,-93.74
55376,45.2,-93.68
55377,45.54,-93.82
55378,44.76,-93.37
55379,44.78,-93.53
55380,45.32,-93.98
55381,44.9,-94.19
55382,45.3,-94.2
55383,44.81,-93.77
55384,44.94,-93.63
55385,44.72,-94.49
55386,44.86,-93.66
55387,44.85,-93.79
55388,44.96,-93.84
55389,45.29,-94.44
55390,45.07,-93.98
55391,44.96,-93.53
55392,45.02,-93.47
55393,45.2,-93.89
55394,44.81,-93.77
55395,44.96,-94.06
55396,44.54,-94.37
55397,44.8,-93.92
55398,45.46,-93.58
55399,44.81,-93.77
55401,44.98,-93.27
55402,44.98,-93.27
55403,44.97,-93.29
55404,44.96,-93.26
55405,44.97,-93.3
55406,44.94,-93.22
55407,44.93,-93.25
55408,44.95,-93.29
55409,44.92,-93.28
55410,44.91,-93.32
55411,45,-93.3
55412,45.03,-93.3
55413,45,-93.25
55414,44.98,-93.23
55415,44.97,-93.26
55416,44.95,-93.34
55417,44.91,-93.24
55418,45.02,-93.24
55419,44.9,-93.29
55420,44.84,-93.28
55421,45.05,-93.25
55422,45.01,-93.34
55423,44.88,-93.28
55424,44.9,-93.34
55425,44.85,-93.24
55426,44.95,-93.38
55427,45.01,-93.38
55428,45.06,-93.38
55429,45.06,-93.34
55430,45.06,-93.3
55431,44.83,-93.31
55432,45.1,-93.25
55433,45.16,-93.32
55434,45.16,-93.25
55435,44.88,-93.33
55436,44.9,-93.37
55437,44.82,-93.34
55438,44.83,-93.38
55439,44.88,-93.37
55440,45.02,-93.47
55441,45,-93.42
55442,45.05,-93.43
55443,45.11,-93.34
55444,45.11,-93.3
55445,45.11,-93.38
55446,45.04,-93.48
55447,45,-93.49
55448,45.19,-93.3
55449,45.17,-93.2
55450,44.88,-93.21
55454,44.97,-93.24
55455,44.97,-93.24
55458,45.02,-93.47
55459,45.02,-93.47
55460,45.02,-93.47
55468,45.02,-93.47
55470,45.02,-93.47
55472,45.02,-93.47
55473,44.81,-93.77
55474,45.02,-93.47
55478,45.02,-93.47
55479,45.02,-93.47
55480,45.02,-93.47
55483,45.02,-93.47
55484,45.02,-93.47
55485,45.02,-93.47
55486,45.02,-93.47
55487,45.02,-93.47
55488,45.02,-93.47
55530,45.28,-93.55
55550,44.81,-93.77
55551,44.81,-93.77
55552,44.81,-93.77
55553,44.81,-93.77
55554,44.81,-93.77
55555,44.81,-93.77
55556,44.81,-93.77
55557,44.81,-93.77
55558,44.81,-93.77
55559,44.81,-93.77
55560,44.81,-93.77
55561,44.81,-93.77
55562,44.81,-93.77
55563,44.81,-93.77
55564,44.81,-93.77
55565,45.2,-93.89
55566,44.81,-93.77
55567,44.81,-93.77
55568,44.81,-93.77
55569,45.02,-93.47
55570,45.02,-93.47
55571,45.02,-93.47
55572,45.02,-93.47
55573,45.02,-93.47
55574,45.02,-93.47
55575,45.02,-93.47
55576,45.02,-93.47
55577,45.02,-93.47
55578,45.02,-93.47
55579,45.02,-93.47
55580,45.2,-93.89
55581,45.2,-93.89
55582,45.2,-93.89
55583,44.81,-93.77
55584,45.2,-93.89
55585,45.2,-93.89
55586,45.2,-93.89
55587,45.2,-93.89
55588,44.99,-93.88
55589,45.2,-93.89
55590,45.2,-93.89
55591,45.2,-93.89
55592,45.2,-93.89
55593,45.02,-93.47
55594,44.81,-93.77
55595,45.02,-93.47
55596,45.02,-93.47
55597,45.02,-93.47
55598,45.02,-93.47
55599,45.02,-93.47
55601,47.26,-91.3
55602,47.31,-91.88
55603,47.5,-91.2
55604,47.94,-90.55
55605,47.97,-89.74
55606,47.94,-90.02
55607,47.66,-91.53
55608,44.74,-93.11
55609,46.95,-91.79
55612,47.76,-90.64
55613,47.65,-90.96
55614,47.31,-91.26
55615,47.68,-90.81
55616,47.08,-91.66
55676,46.47,-92.69
55701,47.64,-92.44
55702,46.96,-92.64
55703,47.76,-92.77
55704,46.23,-92.77
55705,47.45,-92.24
55706,47.69,-91.92
55707,46.53,-92.63
55708,47.53,-92.34
55709,47.37,-93.39
55710,47.66,-92.66
55711,46.87,-92.65
55712,46.28,-92.58
55713,47.49,-92.78
55715,47.49,-92.78
55716,47.32,-93.28
55717,47.06,-92.46
55718,46.65,-92.48
55719,47.51,-92.88
55720,46.73,-92.49
55721,47.25,-93.66
55722,47.29,-93.43
55723,47.85,-92.77
55724,47.17,-92.41
55725,48.26,-92.62
55726,46.67,-92.87
55728,47.76,-93.64
55730,47.09,-93.92
55731,47.91,-91.92
55732,47.62,-92.24
55733,46.71,-92.36
55734,47.42,-92.51
55735,46.25,-93.04
55736,46.93,-92.91
55738,47.3,-92.65
55741,47.47,-92.41
55742,47.17,-93.13
55744,47.24,-93.53
55745,47.09,-93.92
55746,47.41,-92.94
55747,47.64,-92.44
55748,46.96,-93.6
55749,46.46,-92.41
55750,47.52,-92.07
55751,47.41,-92.63
55752,46.97,-93.26
55753,47.4,-93.08
55756,46.37,-92.6
55757,46.51,-92.93
55758,47.51,-92.74
55760,46.68,-93.28
55761,47.51,-92.41
55763,47.31,-92.2
55764,47.32,-93.3
55765,47.09,-92.76
55766,47.25,-92.41
55767,46.44,-92.77
55768,47.5,-92.67
55769,47.41,-93.16
55771,48.1,-92.8
55772,48.08,-93.08
55775,47.31,-93.21
55777,47.64,-92.44
55778,46.63,-93.13
55779,46.91,-92.45
55780,46.67,-92.69
55781,47.67,-93.05
55782,47.81,-92.24
55783,46.38,-92.83
55784,47.06,-93.2
55785,46.88,-93.71
55786,47.31,-93.38
55787,46.68,-93.13
55790,47.83,-92.32
55791,47.64,-92.44
55792,47.53,-92.53
55793,47.12,-93.27
55795,46.32,-92.84
55796,47.93,-91.8
55797,46.53,-92.42
55798,46.72,-92.97
55801,47.01,-92
55802,46.77,-92.09
55803,46.97,-92.1
55804,46.86,-91.98
55805,46.8,-92.1
55806,46.77,-92.13
55807,46.74,-92.17
55808,46.67,-92.23
55810,46.75,-92.24
55811,46.82,-92.18
55812,46.81,-92.07
55814,47.64,-92.44
55815,47.64,-92.44
