94,201,1.09,-2.08,12.9,97:255:255
95,368,1.09,-1.43,8.8,163:20:250
96,70,1.09,-1.84,14.7,97:255:255
97,376,1.10,-2.14,14.6,163:20:250
98,98,1.10,-1.75,14.0,97:255:255
99,256,1.11,-1.88,11.6,97:255:255
100,248,1.11,-1.73,11.7,97:255:255
101,38,1.12,-2.18,26.7,163:20:250
102,13,1.14,-2.23,27.1,163:20:250
103,147,1.16,-1.87,12.7,97:255:255
104,382,1.16,-1.49,9.6,97:255:255
105,263,1.16,-2.14,15.2,163:20:250
106,187,1.18,-1.87,12.4,97:255:255
107,497,1.19,-1.78,11.0,97:255:255
108,23,1.20,-2.15,18.4,97:255:255
109,439,1.20,-2.15,18.8,97:255:255
110,482,1.21,-2.12,13.2,97:255:255
111,102,1.21,-2.15,17.1,97:255:255
112,518,1.22,-2.19,8.9,97:255:255
113,507,1.23,-1.57,13.5,97:255:255
114,521,1.23,-2.13,11.9,97:255:255
115,396,1.23,-2.13,12.9,97:255:255
116,296,1.25,-1.62,10.9,97:255:255
117,465,1.25,-2.00,14.6,97:255:255
118,406,1.26,-2.00,21.1,97:255:255
119,86,1.27,-1.78,12.7,97:255:255
120,416,1.27,-1.92,18.7,97:255:255
121,90,1.28,-2.13,18.3,97:255:255
122,128,1.29,-1.88,13.2,97:255:255
123,448,1.29,-1.97,15.8,97:255:255
124,242,1.33,-1.71,11.7,97:255:255
125,459,1.34,-1.67,14.4,97:255:255
126,346,1.34,-1.81,16.4,97:255:255
127,47,1.35,-1.77,15.0,97:255:255
128,168,1.35,-1.91,12.0,97:255:255
129,34,1.36,-1.53,14.0,97:255:255
130,185,1.38,-2.21,12.5,163:20:250
131,344,1.38,-1.84,12.0,97:255:255
132,179,1.40,-2.32,18.3,0:0:255
133,249,1.41,-1.75,10.4,97:255:255
134,440,1.44,-1.89,18.7,97:255:255
135,60,1.44,-1.89,15.9,97:255:255
136,436,1.44,-1.64,15.8,97:255:255
137,216,1.49,-1.52,10.4,97:255:255
138,119,1.50,-1.66,13.0,97:255:255
139,36,1.52,-1.87,17.9,97:255:255
140,260,1.53,-2.19,15.2,97:255:255
141,155,1.53,-1.88,11.2,97:255:255
142,132,1.54,-2.27,12.2,97:255:255
143,129,1.54,-1.66,11.1,97:255:255
144,52,1.55,-1.74,14.1,97:255:255
145,266,1.55,-1.37,11.4,97:255:255
146,141,1.55,-1.37,11.1,97:255:255
147,310,1.55,-2.28,14.4,0:0:255
148,437,1.56,-1.41,15.6,97:255:255
149,316,1.56,-1.44,8.4,97:255:255
150,550,1.56,-1.36,6.9,97:255:255
151,417,1.56,-1.30,19.9,97:255:255
152,333,1.56,-1.91,9.6,97:255:255
153,177,1.56,-1.91,11.4,97:255:255
154,332,1.56,-1.99,9.0,97:255:255
155,239,1.60,-1.45,10.3,97:255:255
156,277,1.61,-2.17,11.8,0:0:255
157,480,1.62,-1.92,11.3,97:255:255
158,88,1.64,-2.33,19.0,0:0:255
159,365,1.64,-2.35,13.4,0:0:255
160,273,1.65,-2.15,11.4,97:255:255
161,442,1.66,-1.16,15.6,97:255:255
162,540,1.69,-1.93,7.6,97:255:255
163,362,1.71,-1.34,10.5,97:255:255
164,189,1.71,-1.92,11.9,97:255:255
165,358,1.73,-0.91,8.0,97:255:255
166,421,1.74,-1.84,16.1,97:255:255
167,470,1.76,-2.09,16.3,0:0:255
168,199,1.80,-2.17,14.9,0:0:255
169,335,1.81,-1.22,8.1,97:255:255
170,287,1.83,-1.38,8.7,97:255:255
171,269,1.84,-2.17,9.3,0:0:255
172,342,1.85,-1.20,7.4,97:255:255
173,413,1.85,-0.75,17.0,133:49:12
174,245,1.86,-1.21,7.4,97:255:255
175,546,1.86,-2.23,8.6,97:255:255
176,158,1.87,-0.64,12.5,133:49:12
177,529,1.89,-0.55,7.2,97:255:255
178,363,1.90,-0.64,8.7,133:49:12
179,338,1.90,-0.64,11.6,133:49:12
180,157,1.90,-0.64,14.0,133:49:12
181,61,1.90,-0.66,13.7,133:49:12
182,364,1.91,-0.66,7.9,97:255:255
183,427,1.91,-1.15,13.8,97:255:255
184,166,1.94,-0.63,10.2,133:49:12
185,374,1.96,-1.00,10.9,97:255:255
186,552,1.96,-0.57,6.2,97:255:255
187,275,1.97,-0.63,9.6,97:255:255
188,72,1.97,-0.81,12.3,97:255:255
189,149,1.97,-0.71,10.2,133:49:12
190,493,1.98,-0.68,9.9,97:255:255
191,426,2.02,-0.69,13.3,133:49:12
192,97,2.02,-0.74,12.8,97:255:255
193,254,2.04,-0.68,11.3,97:255:255
194,293,2.04,-0.75,10.4,97:255:255
195,10,2.05,-2.03,22.2,0:0:255
196,87,2.06,-0.66,14.6,97:255:255
197,78,2.10,-0.63,10.1,133:49:12
198,35,2.12,-2.24,21.2,0:0:255
199,432,2.17,-2.17,16.6,0:0:255
200,307,2.18,-1.01,10.4,97:255:255
201,305,2.20,-1.09,9.0,97:255:255
202,468,2.20,-0.59,13.2,133:49:12
203,227,2.20,-0.89,11.9,97:255:255
204,161,2.20,-2.24,14.5,0:0:255
205,18,2.22,-2.24,25.5,0:0:255
206,500,2.22,-2.21,15.3,0:0:255
207,491,2.22,-2.21,17.6,0:0:255
208,120,2.22,-0.95,9.9,97:255:255
209,538,2.22,-2.20,8.9,0:0:255
210,508,2.22,-0.77,11.8,97:255:255
211,369,2.24,-0.77,9.2,97:255:255
212,172,2.25,-1.08,10.8,97:255:255
213,429,2.28,-1.00,15.2,97:255:255
214,343,2.32,-0.71,9.3,97:255:255
215,30,2.32,-0.71,14.5,97:255:255
216,520,2.37,-0.80,8.8,0:153:0
217,206,2.37,-0.71,8.9,0:153:0
218,326,2.37,-2.28,8.1,0:0:255
219,415,2.39,-2.17,17.4,0:0:255
220,551,2.40,-0.69,5.8,0:153:0
221,404,2.40,-0.81,18.0,0:153:0
222,113,2.41,-0.75,11.7,0:153:0
223,231,2.41,-0.84,10.6,0:153:0
224,339,2.42,-2.24,7.9,0:0:255
225,548,2.43,-0.66,7.2,0:153:0
226,315,2.44,-0.94,9.9,97:255:255
227,325,2.47,-0.78,9.5,0:153:0
228,545,2.49,-0.72,6.9,0:153:0
229,284,2.50,-0.98,11.2,0:153:0
230,487,2.50,-0.68,11.4,0:153:0
231,357,2.53,-0.74,8.7,0:153:0
232,53,2.53,-0.63,11.8,0:153:0
233,213,2.54,-0.75,11.7,0:153:0
234,423,2.55,-0.74,17.0,0:153:0
235,461,2.55,-0.72,11.9,0:153:0
236,321,2.56,-0.66,11.3,0:153:0
237,524,2.57,-0.72,9.5,0:153:0
238,419,2.57,-0.84,15.0,0:153:0
239,195,2.59,-2.14,10.4,0:0:255
240,196,2.60,-0.93,11.0,0:153:0
241,294,2.62,-1.04,11.8,0:153:0
242,109,2.62,-0.89,10.8,97:255:255
243,544,2.63,-0.71,8.8,0:153:0
244,514,2.63,-1.58,11.5,0:255:127
245,180,2.63,-0.74,12.8,0:153:0
246,75,2.64,-2.07,16.2,0:0:255
247,528,2.65,-0.64,9.5,0:153:0
248,217,2.67,-0.78,12.1,0:153:0
249,345,2.70,-0.89,10.4,0:153:0
250,401,2.70,-0.80,9.8,0:153:0
251,323,2.72,-0.71,9.8,0:153:0
252,389,2.72,-1.99,11.3,0:255:127
253,373,2.72,-0.91,10.5,0:153:0
254,255,2.75,-2.09,10.6,0:0:255
255,218,2.79,-0.80,10.4,0:153:0
256,131,2.82,-0.85,11.4,0:153:0
257,372,2.82,-0.95,9.3,0:153:0
258,361,2.84,-1.29,12.1,0:255:127
259,21,2.85,-1.08,16.8,0:153:0
260,456,2.86,-1.39,14.6,0:255:127
261,454,2.88,-0.78,14.9,0:153:0
262,115,2.90,-2.08,15.2,0:0:255
263,163,2.92,-1.43,11.7,0:255:127
264,509,2.94,-1.84,10.5,0:0:255
265,107,2.95,-1.17,15.4,255:0:0
266,341,2.96,-1.36,9.8,255:0:0
267,503,3.01,-1.10,12.2,255:0:0
268,449,3.01,-1.16,14.3,0:255:127
269,54,3.02,-1.93,16.3,0:0:255
270,515,3.03,-1.38,10.1,0:255:127
271,257,3.03,-2.09,11.4,0:0:255
272,49,3.06,-1.66,14.1,0:255:127
273,146,3.07,-1.36,10.8,0:255:127
274,233,3.07,-1.56,9.3,0:255:127
275,37,3.09,-2.15,14.6,240:139:129
276,117,3.09,-1.41,11.9,0:255:127
277,202,3.10,-1.23,12.7,255:0:0
278,274,3.13,-1.33,9.8,0:255:127
279,340,3.14,-0.88,10.7,0:153:0
280,304,3.14,-1.26,11.1,255:0:0
281,264,3.15,-0.99,10.4,0:153:0
282,133,3.15,-1.21,14.7,255:0:0
283,441,3.16,-1.45,18.8,184:0:0
284,29,3.17,-1.33,17.5,184:0:0
285,127,3.24,-1.16,16.2,0:255:127
286,4,3.25,-1.55,22.7,184:0:0
287,116,3.29,-1.08,13.5,0:153:0
288,499,3.30,-1.37,13.2,255:0:0
289,84,3.31,-1.36,14.0,255:0:0
290,523,3.32,-1.28,12.3,184:0:0
291,352,3.39,-1.20,9.4,0:153:0
292,48,3.40,-1.44,18.7,184:0:0
293,554,3.40,-1.38,5.4,255:0:0
294,443,3.41,-1.39,15.1,255:0:0
295,20,3.43,-1.30,17.2,184:0:0
296,402,3.44,-2.17,21.1,240:139:129
297,55,3.45,-1.45,15.4,255:0:0
298,320,3.49,-1.35,10.2,184:0:0
299,9,3.51,-1.45,20.3,184:0:0
300,387,3.51,-1.37,11.9,184:0:0
301,33,3.52,-1.54,14.2,240:139:129
302,42,3.53,-1.79,14.4,255:0:0
303,91,3.53,-1.45,12.6,255:0:0
304,135,3.55,-1.66,13.3,255:0:0
305,17,3.55,-2.13,14.9,240:139:129
306,190,3.57,-1.42,13.9,255:0:0
307,1,3.62,-1.46,28.7,184:0:0
308,297,3.62,-1.46,11.6,184:0:0
309,394,3.64,-1.39,11.7,184:0:0
310,424,3.66,-1.40,18.3,184:0:0
311,45,3.66,-1.62,14.3,255:0:0
312,19,3.67,-1.49,21.3,184:0:0
313,303,3.67,-1.49,9.8,255:0:0
314,262,3.69,-1.75,12.9,255:0:0
315,349,3.70,-1.08,15.8,255:0:0
316,82,3.70,-1.85,14.4,255:0:0
317,490,3.72,-1.78,10.7,255:0:0
318,83,3.73,-1.98,12.6,255:0:0
319,50,3.74,-1.68,17.2,255:0:0
320,366,3.74,-1.83,17.0,240:139:129
321,460,3.74,-1.77,14.8,240:139:129
322,530,3.75,-1.87,9.9,255:0:0
323,31,3.77,-1.50,16.3,184:0:0
324,506,3.77,-1.56,11.2,255:0:0
325,39,3.77,-1.99,14.4,255:0:0
326,76,3.78,-1.64,15.4,255:0:0
327,130,3.78,-1.44,16.1,184:0:0
328,471,3.80,-1.48,14.2,255:0:0
329,534,3.81,-1.69,13.8,255:0:0
330,311,3.81,-2.14,13.3,255:0:0
331,238,3.81,-1.92,16.3,255:0:0
332,24,3.82,-1.88,18.2,240:139:129
333,16,3.82,-1.61,18.3,184:0:0
334,241,3.82,-1.65,12.9,255:0:0
335,22,3.82,-1.51,15.3,255:0:0
336,148,3.84,-1.89,12.5,255:0:0
337,251,3.85,-1.61,11.2,255:0:0
338,51,3.85,-1.57,16.6,255:0:0
339,300,3.85,-1.72,12.2,255:0:0
340,32,3.87,-0.98,16.9,255:0:0
341,384,3.87,-0.98,17.1,255:0:0
342,309,3.87,-0.98,12.4,255:0:0
343,8,3.89,-1.34,18.9,255:0:0
344,101,3.89,-1.53,16.1,255:0:0
345,12,3.90,-1.43,19.7,255:0:0
346,204,3.90,-1.68,11.9,184:0:0
347,205,3.90,-1.71,12.0,255:0:0
348,422,3.90,-1.78,20.1,255:0:0
349,549,3.90,-2.02,9.3,240:139:129
350,81,3.92,-1.39,17.3,184:0:0
351,512,3.93,-1.45,12.3,255:0:0
352,399,3.93,-1.40,10.9,255:0:0
353,285,3.93,-1.82,14.0,255:0:0
354,539,3.94,-1.96,9.7,240:139:129
355,77,3.94,-1.73,16.0,255:0:0
356,41,3.94,-1.85,16.3,240:139:129
357,525,3.95,-1.07,9.2,255:0:0
358,25,3.95,-1.60,17.5,255:0:0
359,319,3.96,-1.42,16.2,255:0:0
360,167,3.97,-1.20,12.8,255:0:0
361,405,3.97,-1.56,23.8,255:0:0
362,258,3.97,-1.75,12.4,255:0:0
363,347,3.97,-1.93,10.3,255:0:0
364,26,3.98,-1.50,18.4,255:143:0
365,80,4.00,-1.90,16.3,255:0:0
366,89,4.01,-1.44,15.1,255:0:0
367,114,4.01,-1.59,16.6,255:0:0
368,106,4.02,-2.28,11.9,255:0:0
369,504,4.02,-1.70,12.3,255:0:0
370,479,4.02,-1.70,13.9,255:0:0
371,531,4.02,-2.24,10.3,255:0:0
372,139,4.02,-1.64,14.4,255:0:0
373,203,4.03,-2.05,11.5,240:139:129
374,2,4.03,-1.78,25.9,255:0:0
375,252,4.04,-1.40,12.4,255:0:0
376,68,4.05,-1.85,15.8,240:139:129
377,192,4.05,-2.03,11.0,240:139:129
378,7,4.06,-1.68,19.0,255:0:0
379,286,4.06,-1.38,12.3,255:0:0
380,278,4.07,-1.88,13.3,240:139:129
381,59,4.07,-1.51,13.9,255:0:0
382,194,4.08,-2.08,15.3,240:139:129
383,165,4.09,-1.94,13.6,240:139:129
384,184,4.09,-1.32,14.7,240:139:129
385,537,4.10,-1.46,10.5,255:0:0
386,197,4.11,-2.39,11.5,240:139:129
387,85,4.11,-2.13,17.9,255:0:0
388,210,4.11,-1.80,13.9,240:139:129
389,191,4.11,-2.09,11.3,240:139:129
390,378,4.11,-1.31,11.1,255:0:0
391,140,4.12,-1.82,11.0,255:0:0
392,28,4.12,-1.52,17.4,240:139:129
393,473,4.14,-2.08,12.2,240:139:129
394,110,4.17,-1.62,14.7,240:139:129
395,457,4.17,-1.93,15.7,240:139:129
396,200,4.18,-1.18,13.1,255:0:0
397,478,4.18,-1.61,14.3,240:139:129
398,178,4.19,-1.82,11.5,240:139:129
399,162,4.19,-2.17,11.6,240:139:129
400,224,4.20,-1.69,12.2,240:139:129
401,62,4.21,-1.76,15.8,240:139:129
402,452,4.22,-1.51,16.9,240:139:129
403,451,4.22,-2.15,19.7,240:139:129
404,243,4.23,-1.71,10.6,240:139:129
405,6,4.25,-1.57,23.2,255:143:0
406,505,4.26,-1.79,10.2,240:139:129
407,313,4.29,-1.75,9.9,255:0:0
408,292,4.29,-2.02,9.5,255:0:0
409,44,4.29,-1.53,16.2,240:139:129
410,466,4.31,-1.89,15.2,255:0:0
411,414,4.31,-1.75,18.6,240:139:129
412,73,4.32,-1.87,13.3,240:139:129
413,510,4.34,-1.51,7.9,240:139:129
414,453,4.35,-2.39,14.7,240:139:129
415,475,4.36,-2.33,15.1,240:139:129
416,469,4.38,-2.17,14.0,240:139:129
417,272,4.39,-2.29,10.2,240:139:129
418,445,4.41,-1.58,17.5,255:143:0
419,485,4.41,-1.68,12.6,255:143:0
420,494,4.41,-2.36,11.9,240:139:129
421,151,4.43,-2.33,10.2,240:139:129
422,215,4.44,-1.59,15.6,255:143:0
423,301,4.44,-2.33,8.1,240:139:129
424,236,4.45,-2.25,10.5,240:139:129
425,397,4.45,-2.29,11.6,240:139:129
426,226,4.46,-1.57,9.2,240:139:129
427,15,4.49,-2.32,15.5,240:139:129
428,100,4.49,-2.37,11.8,240:139:129
429,282,4.51,-2.36,9.8,240:139:129
430,542,4.51,-1.87,10.2,240:139:129
431,93,4.53,-2.35,11.3,240:139:129
432,447,4.54,-2.25,14.7,240:139:129
433,533,4.54,-1.66,9.6,255:143:0
434,298,4.55,-2.39,9.7,240:139:129
435,63,4.56,-1.57,17.4,255:143:0
436,350,4.60,-1.75,10.5,255:143:0
437,324,4.61,-1.58,12.4,255:143:0
438,532,4.61,-1.59,10.6,255:143:0
439,69,4.63,-1.58,14.0,255:143:0
440,144,4.64,-1.72,13.1,255:143:0
441,67,4.66,-2.28,15.9,240:139:129
442,211,4.67,-2.32,10.1,240:139:129
443,462,4.70,-2.31,13.3,240:139:129
444,519,4.72,-1.77,11.2,240:139:129
445,40,4.73,-1.58,14.2,255:143:0
446,138,4.73,-2.27,10.4,240:139:129
447,547,4.74,-2.31,7.6,240:139:129
448,412,4.79,-1.62,15.4,255:143:0
449,207,4.81,-2.19,11.3,240:139:129
450,150,4.81,-1.67,15.6,240:139:129
451,247,4.81,-1.65,10.0,240:139:129
452,174,4.87,-1.65,12.2,240:139:129
453,11,4.91,-1.70,15.6,240:139:129
454,390,4.95,-1.97,9.3,240:139:129
455,354,4.95,-1.73,9.1,240:139:129
456,104,4.96,-1.76,11.6,240:139:129
457,143,4.97,-1.60,10.8,255:143:0
458,302,5.00,-1.56,8.3,255:143:0
459,367,5.01,-1.83,8.4,240:139:129
460,318,5.05,-1.72,11.3,240:139:129
461,477,5.05,-1.61,10.4,255:143:0
462,154,5.11,-1.81,12.9,240:139:129
463,328,5.12,-1.70,7.9,255:255:0
464,355,5.14,-1.71,9.0,240:139:129
465,235,5.16,-1.66,9.9,255:255:0
466,425,5.17,-1.68,14.4,240:139:129
467,71,5.21,-1.74,10.3,240:139:129
468,289,5.23,-1.63,8.6,240:139:129
469,464,5.25,-1.58,11.2,255:255:0
470,472,5.27,-1.69,12.3,255:255:0
471,312,5.29,-1.61,8.9,255:255:0
472,336,5.30,-1.61,7.7,255:255:0
473,408,5.32,-1.60,15.0,255:255:0
474,386,5.34,-1.61,7.4,255:255:0
475,329,5.43,-1.70,11.2,255:255:0
476,244,5.46,-1.65,8.9,255:255:0
477,271,5.49,-1.57,9.2,255:255:0
478,327,5.52,-1.47,8.2,255:255:0
479,124,5.52,-1.62,12.6,255:255:0
480,418,5.55,-1.49,13.4,255:255:0
481,265,5.64,-1.56,8.0,255:255:0
482,169,5.69,-1.19,9.0,255:255:0
483,496,5.71,-1.42,9.0,255:255:0
484,444,5.73,-1.44,13.0,255:255:0
485,290,5.74,-1.43,10.4,255:255:0
486,134,5.75,-1.52,9.6,255:255:0
487,234,5.75,-1.46,7.4,255:255:0
488,498,5.78,-0.88,8.3,255:255:0
489,222,5.81,-0.71,8.9,255:255:127
490,535,5.82,-1.74,7.4,255:255:0
491,380,5.85,-0.59,9.9,255:255:127
492,142,5.85,-0.38,15.9,255:255:127
493,467,5.86,-0.57,22.5,255:255:127
494,268,5.86,-0.57,10.9,255:255:127
495,279,5.86,-0.57,11.4,255:255:127
496,495,5.86,-0.47,18.7,255:255:127
497,283,5.86,-1.43,8.9,255:255:0
498,420,5.86,-0.64,17.1,255:255:127
499,541,5.87,-0.55,9.2,255:255:127
500,391,5.87,-0.77,11.2,255:255:127
501,112,5.87,-0.59,12.8,255:255:127
502,209,5.87,-0.57,11.3,255:255:127
503,348,5.87,-0.57,20.3,255:255:127
504,230,5.87,-0.57,11.8,255:255:127
505,410,5.87,-0.64,17.7,255:255:127
506,214,5.87,-0.57,14.0,255:255:127
507,407,5.88,-0.63,21.9,255:255:127
508,267,5.88,-1.25,10.0,255:255:0
509,250,5.89,-1.08,10.8,255:255:0
510,511,5.89,-1.26,8.2,255:255:0
511,183,5.89,-0.57,12.1,255:255:127
512,261,5.89,-1.32,10.8,255:255:0
513,181,5.89,-1.29,10.4,255:255:0
514,170,5.89,-0.75,17.1,255:255:127
515,488,5.90,-0.66,12.3,255:255:127
516,492,5.90,-1.30,11.1,255:255:0
517,281,5.90,-1.30,9.6,255:255:0
518,502,5.91,-0.66,13.1,255:255:127
519,212,5.91,-1.54,14.5,255:255:0
520,27,5.91,-1.16,12.7,255:255:0
521,379,5.91,-0.64,12.3,255:255:127
522,543,5.91,-1.18,7.7,255:255:0
523,403,5.91,-1.43,18.0,255:255:0
524,536,5.92,-1.54,8.6,255:255:0
525,145,5.92,-1.46,9.7,255:255:0
526,246,5.92,-1.25,7.7,255:255:0
527,431,5.92,-1.26,12.7,255:255:0
528,198,5.92,-1.29,9.9,255:255:0
529,516,5.93,-1.21,8.0,255:255:0
530,220,5.93,-1.34,10.1,255:255:0
531,182,5.93,-0.61,11.9,255:255:127
532,314,5.93,-1.43,9.0,255:255:0
533,527,5.93,-1.44,8.0,255:255:0
534,383,5.94,-1.25,7.7,255:255:0
535,434,5.95,-1.32,11.0,255:255:0
536,438,5.98,-1.33,11.7,255:255:0
537,388,5.99,-1.26,7.9,255:255:0
538,126,5.99,-1.53,10.1,255:255:0
539,58,5.99,-1.53,10.7,255:255:0
540,334,6.01,-0.47,10.1,255:255:127
541,171,6.01,-1.56,8.9,255:255:0
542,360,6.04,-1.33,6.9,255:255:0
543,105,6.04,-1.55,10.4,255:255:0
544,237,6.05,-1.31,8.7,255:255:0
545,259,6.07,-1.30,8.8,255:255:0
546,79,6.09,-1.31,12.1,255:255:0
547,99,6.09,-1.84,10.5,255:255:0
548,411,6.10,-1.41,17.3,255:255:0
549,513,6.11,-1.35,9.1,255:255:0
550,123,6.11,-1.58,9.9,255:255:0
551,486,6.11,-1.58,10.7,255:255:0
552,95,6.12,-1.34,10.7,255:255:0
553,122,6.12,-0.38,11.3,255:255:127
554,381,6.12,-0.38,11.7,255:255:127
