375,270,5.20,255:255:0
375,377,5.20,255:255:0
375,43,5.20,255:255:0
270,377,5.20,255:255:0
270,43,5.20,255:255:0
377,43,5.20,255:255:0
57,164,4.50,30:30:30
57,276,4.50,30:30:30
57,74,7.15,255:255:0
57,173,7.15,255:255:0
57,56,5.50,30:30:30
43,94,7.15,255:255:0
43,476,5.50,30:30:30
94,522,7.15,255:255:0
94,476,6.50,30:30:30
94,14,6.50,30:30:30
164,276,5.85,255:133:255
164,446,5.85,255:133:255
164,3,5.85,255:133:255
522,74,7.15,255:255:0
522,173,7.15,255:255:0
522,3,5.50,30:30:30
276,446,5.85,255:133:255
276,359,5.20,255:133:255
276,3,5.85,255:133:255
276,430,5.85,255:133:255
74,173,7.80,255:255:0
74,476,6.00,30:30:30
74,208,5.00,30:30:30
74,291,5.00,30:30:30
74,156,6.00,30:30:30
74,3,6.00,30:30:30
173,208,5.00,30:30:30
173,3,6.00,30:30:30
173,430,6.00,30:30:30
476,14,8.45,163:20:250
476,221,6.50,163:20:250
476,64,8.45,163:20:250
476,393,5.85,163:20:250
476,435,8.45,163:20:250
56,446,7.15,255:133:255
56,371,5.20,255:133:255
56,3,7.15,255:133:255
56,356,5.20,255:133:255
56,306,5.85,255:133:255
56,458,7.15,255:133:255
56,188,5.85,255:133:255
56,428,7.15,255:133:255
56,430,7.15,255:133:255
208,446,6.50,255:133:255
208,3,6.50,255:133:255
208,160,6.50,255:133:255
208,137,6.50,255:133:255
208,295,6.50,255:133:255
446,359,5.20,255:133:255
446,3,8.45,255:133:255
446,356,5.20,255:133:255
446,160,6.50,255:133:255
446,137,7.80,255:133:255
446,295,6.50,255:133:255
446,430,8.45,255:133:255
359,291,4.00,30:30:30
359,3,5.20,255:133:255
359,160,5.20,255:133:255
359,428,5.20,255:133:255
291,331,4.00,30:30:30
291,156,6.50,163:20:250
291,428,5.00,30:30:30
291,159,4.50,30:30:30
331,3,5.20,255:133:255
331,160,5.20,255:133:255
331,64,4.00,30:30:30
371,3,5.20,255:133:255
371,356,5.20,255:133:255
371,306,5.20,255:133:255
371,458,5.20,255:133:255
371,428,5.20,255:133:255
156,14,7.80,163:20:250
156,221,6.50,163:20:250
156,64,7.80,163:20:250
156,393,5.85,163:20:250
156,435,7.80,163:20:250
156,392,5.85,163:20:250
156,337,6.50,163:20:250
156,501,7.80,163:20:250
3,160,6.50,255:133:255
3,474,7.15,255:133:255
3,137,7.80,255:133:255
3,295,6.50,255:133:255
3,428,8.45,255:133:255
3,430,9.10,255:133:255
3,395,3.90,255:133:255
3,136,7.15,255:133:255
3,159,5.85,255:133:255
3,317,7.15,255:133:255
3,489,9.10,255:133:255
3,450,10.40,255:133:255
3,481,7.15,255:133:255
3,193,8.45,255:133:255
3,398,5.85,255:133:255
3,96,9.75,255:133:255
3,455,11.05,255:133:255
356,306,5.20,255:133:255
356,458,5.20,255:133:255
356,428,5.20,255:133:255
356,430,5.20,255:133:255
160,295,6.50,255:133:255
160,430,6.50,255:133:255
160,193,6.50,255:133:255
306,458,5.85,255:133:255
306,481,5.85,255:133:255
458,481,7.15,255:133:255
474,188,5.85,255:133:255
474,450,7.15,255:133:255
137,295,6.50,255:133:255
137,136,7.15,255:133:255
137,317,7.15,255:133:255
137,96,7.80,255:133:255
14,221,6.50,163:20:250
14,64,10.40,163:20:250
14,393,5.85,163:20:250
14,435,9.75,163:20:250
14,392,5.85,163:20:250
14,337,6.50,163:20:250
14,501,9.10,163:20:250
14,351,7.15,163:20:250
14,228,6.50,163:20:250
14,108,11.05,163:20:250
188,136,5.85,255:133:255
188,317,5.85,255:133:255
188,450,5.85,255:133:255
188,193,5.85,255:133:255
295,526,6.50,255:133:255
295,433,6.50,255:133:255
295,193,6.50,255:133:255
295,96,6.50,255:133:255
221,64,6.50,163:20:250
221,393,5.85,163:20:250
221,435,6.50,163:20:250
221,337,6.50,163:20:250
221,501,6.50,163:20:250
221,351,6.50,163:20:250
428,395,3.90,255:133:255
428,159,5.85,255:133:255
428,152,6.50,255:133:255
428,288,7.15,255:133:255
428,489,8.45,255:133:255
428,118,7.15,255:133:255
428,280,5.85,255:133:255
428,5,8.45,255:133:255
428,299,7.80,255:133:255
428,121,7.80,255:133:255
64,393,5.85,163:20:250
64,435,9.75,163:20:250
64,337,6.50,163:20:250
64,501,9.10,163:20:250
64,351,7.15,163:20:250
64,108,10.40,163:20:250
430,98,7.00,30:30:30
395,159,3.90,255:133:255
395,288,3.90,255:133:255
395,5,3.90,255:133:255
136,370,6.50,255:133:255
136,186,7.15,255:133:255
136,317,7.15,255:133:255
136,450,7.15,255:133:255
136,5,7.15,255:133:255
159,152,5.85,255:133:255
159,288,5.85,255:133:255
159,118,5.85,255:133:255
159,280,5.85,255:133:255
159,5,5.85,255:133:255
159,299,5.85,255:133:255
370,186,6.50,255:133:255
370,317,6.50,255:133:255
370,450,6.50,255:133:255
393,435,5.85,163:20:250
393,337,5.85,163:20:250
393,501,5.85,163:20:250
393,351,5.85,163:20:250
393,228,5.85,163:20:250
393,108,5.85,163:20:250
435,337,6.50,163:20:250
435,501,9.10,163:20:250
435,351,7.15,163:20:250
435,228,6.50,163:20:250
435,108,9.75,163:20:250
392,501,5.85,163:20:250
392,351,5.85,163:20:250
337,108,6.50,163:20:250
152,118,6.50,255:133:255
152,5,6.50,255:133:255
