pmid,authors
18349071,"D'Avino, Pier Paolo|Takeda, Tetsuya|Capalbo, Luisa|Zhang, Wei|Lilley, Kathryn S|Laue, Ernest D|Glover, David M"
18668557,"Khoury, Maroun|Escriou, Virginie|Courties, Gabriel|Galy, Anne|Yao, Roseline|Largeau, C&eacute;line|Scherman, Daniel|Jorgensen, Christian|Apparailly, Florence"
15195148,"Rangasamy, Danny|Greaves, Ian|Tremethick, David J"
15866892,"Putney, James W"
18627596,"Bienz, Mariann|Worm, Jesper|de la Roche, Marc"
15875083,"Li, W T|Zhou, G Y|Song, X R|Chi, W L|Ren, R M|Wang, X W"
15866891,"Roos, Jack|DiGregorio, Paul J|Yeromin, Andriy V|Ohlsen, Kari|Lioudyno, Maria|Zhang, Shenyuan|Safrina, Olga|Kozak, J Ashot|Wagner, Steven L|Cahalan, Michael D|Veli&ccedil;elebi, G&ouml;n&uuml;l|Stauderman, Kenneth A"
17906699,"Roelle, S|Grosse, R|Buech, T|Chubanov, V|Gudermann, T"
16432138,"Paulson, Henry"
15006726,"Devroe, Eric|Silver, Pamela A"
17054726,"Hirano, Yasuhiro|Ohniwa, Ryosuke L|Wada, Chieko|Yoshimura, Shige H|Takeyasu, Kunio"
16194565,"Tebes, Stephen J|Kruk, Patricia A"
16497669,"Dejima, Katsufumi|Seko, Akira|Yamashita, Katsuko|Gengyo-Ando, Keiko|Mitani, Shohei|Izumikawa, Tomomi|Kitagawa, Hiroshi|Sugahara, Kazuyuki|Mizuguchi, Souhei|Nomura, Kazuya"
16440325,"Cesarone, Gregory|Garofalo, Cecilia|Abrams, Marc T|Igoucheva, Olga|Alexeev, Vitali|Yoon, Kyonggeun|Surmacz, Eva|Wickstrom, Eric"
16555012,"Lin, Chih-Chien|Hsu, John T-A|Huang, Kai-Ling|Tang, Hung-Kuan|Lai, Yiu-Kay"
16956419,"Akahoshi, Eiichi|Yoshimura, Seiko|Ishihara-Sugano, Mitsuko"
16882690,"Branche, Carole|Kohl, Linda|Toutirais, G&eacute;raldine|Buisson, Johanna|Cosson, Jacky|Bastin, Philippe"
17333250,"Zhong, Ruiqin|Richardson, Elizabeth A|Ye, Zheng-Hua"
18086913,"Wong, Kit|Van Keymeulen, Alexandra|Bourne, Henry R"
16006144,"Waetzig, Vicki|Herdegen, Thomas"
16153600,"Cheng, Tsung-Lin|Chang, Wen-Wei|Su, Ih-Jen|Lai, Ming-Derg|Huang, Wenya|Lei, Huan-Yao|Chang, Wen-Tsan"
16882688,"Eisman, Robert C|Stewart, Natasha|Miller, David|Kaufman, Thomas C"
17030144,"Mansoor, Shahid|Amin, Imran|Hussain, Mazhar|Zafar, Yusuf|Briddon, Rob W"
18521085,"Bessard, A|Fr&eacute;min, C|Ezan, F|Fautrel, A|Gailhouste, L|Baffet, G"
15604732,"Pollock, Steve V|Prout, Davey L|Godfrey, Ashley C|Lemaire, Stephane D|Moroney, James V"
18480122,"Park, Young-Kyu|Park, Seong-Min|Choi, Young-Chul|Lee, Doheon|Won, Misun|Kim, Young Joo"
10656761,"Li, W|Boswell, R|Wood, W B"
15383544,"Shi, Huafang|Ullu, Elisabetta|Tschudi, Christian"
16219128,"Ren, Shu-Hua|Zhang, Wei|Qu, Ping|Liu, Yi|Wang, Jing-Wei|Zhang, Lin"
12860405,"Strelow, Astrid|Kollewe, Christian|Wesche, Holger"
16014325,"Zhuang, Zi-Heng|Zhou, Yuan|Yu, Ming-Can|Silverman, Neal|Ge, Bao-Xue"
18521077,"Boutros, Michael|Ahringer, Julie"
16636916,"Yuan, Jing|Wang, Xiaobo|Zhang, Ying|Hu, Xiaoxiang|Deng, Xuemei|Fei, Jing|Li, Ning"
16636915,"Yuan, Jing|Wang, Xiaobo|Zhang, Ying|Hu, Xiaoxiang|Fei, Jing|Li, Ning"
16440307,"Clawson, Gary A|Pan, Wei-Hua"
15604721,"Miao, Y|Laun, T|Zimmermann, P|Zentgraf, U"
16014321,"McMiller, Tracee L|Johnson, Casonya M"
12753904,"Hamasaki, Keisuke|Nakao, Kazuhiko|Matsumoto, Kojiro|Ichikawa, Tatsuki|Ishikawa, Hiroki|Eguchi, Katsumi"
18545648,"Li, Ziyin|Lee, Ju Huck|Chu, Feixia|Burlingame, Alma L|G&uuml;nzl, Arthur|Wang, Ching C"
18521067,"Seila, Amy C|Sharp, Phillip A"
17316836,"Tan, Eng Lee|Tan, Theresa May Chin|Chow, Vincent Tak Kwong|Poh, Chit Laa"
16718816,"Guan, Hai-Tao|Xue, Xing-Huan|Dai, Zhi-Jun|Wang, Xi-Jing|Li, Ang|Qin, Zhao-Yin"
15850463,"Ren, X-R|Zhou, L-J|Luo, G-B|Lin, B|Xu, A"
16210911,"Fu, Geng-Feng|Lin, Xue-Hong|Han, Qing-Wang|Fan, Yan-Rong|Xu, Ye-Fen|Guo, Dan|Xu, Gen-Xing|Hou, Ya-Yi"
16980958,"Kitamura, Akira|Kubota, Hiroshi|Pack, Chan-Gi|Matsumoto, Gen|Hirayama, Shoshiro|Takahashi, Yasuo|Kimura, Hiroshi|Kinjo, Masataka|Morimoto, Richard I|Nagata, Kazuhiro"
17169374,"Wu, Xiangbai|Deng, Yongzhi|Wang, Guobin|Tao, Kaixiong"
18488283,"Barik, Sailen"
16464857,"Luo, Yi|Koles, Kate|Vorndam, Wendy|Haltiwanger, Robert S|Panin, Vladislav M"
16202710,"Calabrese, Barbara|Halpain, Shelley"
18291669,"Pezer, Zeljka|Ugarkovi&#263;, Durdica"
18463698,"Zou, Lihua|Sriswasdi, Sira|Ross, Brian|Missiuro, Patrycja V|Liu, Jun|Ge, Hui"
18430929,"Spike, Caroline|Meyer, Nicole|Racen, Erica|Orsborn, April|Kirchner, Jay|Kuznicki, Kathleen|Yee, Christopher|Bennett, Karen|Strome, Susan"
15784912,"Fowler, Trent|Bamberg, Sandra|M&ouml;ller, Peggy|Klenk, Hans-Dieter|Meyer, Thomas F|Becker, Stephan|Rudel, Thomas"
16931792,"Fujii, Hiroko|Li, Shu-Hong|Szmitko, Paul E|Fedak, Paul W M|Verma, Subodh"
17316816,"Gonzalez-Alegre, Pedro"
16284623,"Liu, Jidong|Rivas, Fabiola V|Wohlschlegel, James|Yates, John R|Parker, Roy|Hannon, Gregory J"
16874447,"Rinne, Andreas|Littwitz, Christoph|Kienitz, Marie-C&eacute;cile|Gmerek, Andreas|B&ouml;sche, Leif I|Pott, Lutz|Bender, Kirsten"
18242510,"Iorns, Elizabeth|Turner, Nicholas C|Elliott, Richard|Syed, Nelofer|Garrone, Ornella|Gasco, Milena|Tutt, Andrew N J|Crook, Tim|Lord, Christopher J|Ashworth, Alan"
18201549,"Dechklar, Manasave|Udomkit, Apinunt|Panyim, Sakol"
16227276,"Robalino, Javier|Bartlett, Thomas|Shepard, Eleanor|Prior, Sarah|Jaramillo, Guillermo|Scura, Edward|Chapman, Robert W|Gross, Paul S|Browdy, Craig L|Warr, Gregory W"
12663755,"Means, John C|Muro, Israel|Clem, Rollie J"
15039435,"Hammarton, Tansy C|Engstler, Markus|Mottram, Jeremy C"
17095626,"Diakos, Christofer|Krapf, Gerd|Gerner, Christopher|Inthal, Andrea|Lemberger, Christof|Ban, Jozef|Dohnal, Alexander M|Panzer-Gruemayer, E Renate"
18430922,"Han, Wang|Sundaram, Prema|Kenjale, Himanshu|Grantham, James|Timmons, Lisa"
16325577,"Fazi, Francesco|Rosa, Alessandro|Fatica, Alessandro|Gelmetti, Vania|De Marchis, Maria Laura|Nervi, Clara|Bozzoni, Irene"
18086857,"Farny, Natalie G|Hurt, Jessica A|Silver, Pamela A"
18430920,"Chen, Meng|Ha, Misook|Lackey, Erika|Wang, Jianlin|Chen, Z Jeffrey"
15342533,"Wang, Jianlin|Tian, Lu|Madlung, Andreas|Lee, Hyeon-Se|Chen, Meng|Lee, Jinsuk J|Watson, Brian|Kagochi, Trevor|Comai, Luca|Chen, Z Jeffrey"
18291653,"McCleland, Mark L|O'Farrell, Patrick H"
15670212,"Mirouse, Vincent|Dastugue, Bernard|Couderc, Jean-Louis"
16481219,"Behlke, Mark A"
17193923,"Simon, Martin C|Marker, Simone|Schmidt, Helmut J"
16120770,"Putral, Lisa N|Bywater, Megan J|Gu, Wenyi|Saunders, Nicholas A|Gabrielli, Brian G|Leggatt, Graham R|McMillan, Nigel A J"
16260034,"Withey, Jane M E|Harvey, Amanda J|Crompton, Mark R"
17374146,"Dong, Yan|Bogdanova, Aliona|Habermann, Bianca|Zachariae, Wolfgang|Ahringer, Julie"
15604671,"Pooggin, Mikhail|Hohn, Thomas"
16489407,"Cao, Yue|Ge, Ri-Li|Ma, Lan|Ma, Qi-Sheng|Zhang, Wei|Zhang, Yu"
17251262,"Cebri&agrave;, Francesc|Newmark, Phillip A"
17890237,"Shpiz, Sergey|Kwon, Dmitry|Uneva, Anastasiya|Kim, Maria|Klenov, Mikhail|Rozovsky, Yakov|Georgiev, Pavel|Savitsky, Mikhail|Kalmykova, Alla"
15883196,"Yang, Hsin-ya|Mains, Paul E|McNally, Francis J"
18226106,"Liu, Xuhang|Fortin, Kristine|Mourelatos, Zissimos"
16645049,"Vig, M|Peinelt, C|Beck, A|Koomoa, D L|Rabah, D|Koblan-Huberson, M|Kraft, S|Turner, H|Fleig, A|Penner, R|Kinet, J-P"
17611703,"Salvi, Alessandro|Arici, Bruna|Portolani, Nazario|Giulini, Stefano Maria|De Petro, Giuseppina|Barlati, Sergio"
15735734,"Siligan, Christine|Ban, Jozef|Bachmaier, Radostina|Spahn, Laura|Kreppel, Michael|Schaefer, Karl-Ludwig|Poremba, Christopher|Aryee, Dave N T|Kovar, Heinrich"
16628661,"Song, Yiqiang|Zhang, Zunyi|Yu, Xueyan|Yan, Minquan|Zhang, Xiaoyun|Gu, Shuping|Stuart, Thomas|Liu, Chao|Reiser, Jakob|Zhang, Yanding|Chen, Yiping"
15604660,"Ogita, Shinjiro|Uefuji, Hirotaka|Morimoto, Masayuki|Sano, Hiroshi"
17488820,"Gjoerup, Ole V|Wu, Jiaping|Chandler-Militello, Devin|Williams, Grace L|Zhao, Jean|Schaffhausen, Brian|Jat, Parmjit S|Roberts, Thomas M"
15858609,"Xu, Z|Xia, X G"
17218481,"Rosen, Glenn D|Bai, Jilin|Wang, Yu|Fiondella, Christopher G|Threlkeld, Steven W|LoTurco, Joseph J|Galaburda, Albert M"
14695340,"Brody, Jonathan R|Kadkol, Shrihari S|Hauer, M Claire|Rajaii, Fatemeh|Lee, Jessica|Pasternack, Gary R"
16546732,"Zheng, Lei|Bao, Jie|Wang, Qian|Yang, Hong-ling|Qiu, Yu-rong"
18226092,"Kennedy, B K"
17275818,"Yanaka, Noriyuki|Nogusa, Yoshihito|Fujioka, Yuichiro|Yamashita, Yosuke|Kato, Norihisa"
15735719,"Matthess, Yves|Kappel, Sven|Sp&auml;nkuch, Birgit|Zimmer, Brigitte|Kaufmann, Manfred|Strebhardt, Klaus"
17456035,"Farah, Mohamed H"
15383458,"Yang, Li V|Radu, Caius G|Wang, Li|Riedinger, Mireille|Witte, Owen N"
15743906,"Terry-Lorenzo, Ryan T|Roadcap, David W|Otsuka, Takeshi|Blanpied, Thomas A|Zamorano, Pedro L|Garner, Craig C|Shenolikar, Shirish|Ehlers, Michael D"
16604064,"Rahmouni, Souad|Cerignoli, Fabio|Alonso, Andres|Tsutji, Toshiya|Henkens, Rachel|Zhu, Changjun|Louis-dit-Sully, Christine|Moutschen, Michel|Jiang, Wei|Mustelin, Tomas"
18070432,"Chen, Wei-Liang|Shao, Jing|Yang, Lan|Zeng, Shu-Guang|Zhang, Shu-Biao"
12434334,"Furuta, Tokiko|Baillie, David L|Schumacher, Jill M"
16604061,"Funato, Yosuke|Michiue, Tatsuo|Asashima, Makoto|Miki, Hiroaki"
17578908,"Matsumoto, Akira|Ukai-Tadenuma, Maki|Yamada, Rikuhiro G|Houl, Jerry|Uno, Kenichiro D|Kasukawa, Takeya|Dauwalder, Brigitte|Itoh, Taichi Q|Takahashi, Kuniaki|Ueda, Ryu|Hardin, Paul E|Tanimura, Teiichi|Ueda, Hiroki R"
11099034,"G&ouml;nczy, P|Echeverri, C|Oegema, K|Coulson, A|Jones, S J|Copley, R R|Duperon, J|Oegema, J|Brehm, M|Cassin, E|Hannak, E|Kirkham, M|Pichler, S|Flohrs, K|Goessen, A|Leidel, S|Alleaume, A M|Martin, C|Ozl&uuml;, N|Bork, P|Hyman, A A"
11099033,"Fraser, A G|Kamath, R S|Zipperlen, P|Martinez-Campos, M|Sohrmann, M|Ahringer, J"
16595860,"Zhou, Xiaobo|Zhu, Jinmin|Liu, Kuang-Yu|Sabatini, Bernardo L|Wong, Stephen T C"
15342481,"Liu, Paul Z|Kaufman, Thomas C"
15006606,"Boden, Daniel|Pusch, Oliver|Lee, Fred|Tucker, Lynne|Ramratnam, Bharat"
18414477,"Towne, Chris|Raoul, C&eacute;dric|Schneider, Bernard L|Aebischer, Patrick"
16645004,"Mani, Katrin|Cheng, Fang|Fransson, Lars-Ake"
17488780,"Berto, Gaia|Camera, Paola|Fusco, Carlo|Imarisio, Sara|Ambrogio, Chiara|Chiarle, Roberto|Silengo, Lorenzo|Di Cunto, Ferdinando"
12598152,"Frankish, Helen"
18627464,"Uzureau, Pierrick|Daniels, Jan-Peter|Walgraffe, David|Wickstead, Bill|Pays, Etienne|Gull, Keith|Vanhamme, Luc"
16857988,"Yamamoto, Takuya|Miyoshi, Hiroyuki|Yamamoto, Norio|Yamamoto, Naoki|Inoue, Jun-Ichiro|Tsunetsugu-Yokota, Yasuko"
16874371,"Zappe, Stefan|Fish, Matthew|Scott, Matthew P|Solgaard, Olav"
17628029,"ter Brake, Olivier|Berkhout, Ben"
11910010,"Morel, Jean-Benoit|Godon, Christian|Mourrain, Philippe|B&eacute;clin, Christophe|Boutet, St&eacute;phanie|Feuerbach, Frank|Proux, Florence|Vaucheret, Herv&eacute;"
17054586,"Ren, Jian Lin|Pan, Jin Shui|Cheng, Tong|Dong, Jing|Lu, Ya Pi|Huang, Song Jie|Shi, Hua Xiu|Wang, Lin|Lian, Ya Mei"
16489337,"Birmingham, Amanda|Anderson, Emily M|Reynolds, Angela|Ilsley-Tyree, Diane|Leake, Devin|Fedorov, Yuriy|Baskerville, Scott|Maksimova, Elena|Robinson, Kathryn|Karpilow, Jon|Marshall, William S|Khvorova, Anastasia"
17251191,"Casas-Mollano, J Armando|van Dijk, Karin|Eisenhart, John|Cerutti, Heriberto"
15268723,"Ichim, Thomas E|Li, Mu|Qian, Hua|Popov, Igor A|Rycerz, Katarzyna|Zheng, Xiufen|White, David|Zhong, Robert|Min, Wei-Ping"
11352945,"Adams, R R|Maiato, H|Earnshaw, W C|Carmena, M"
12934001,"Matzke, Marjori|Matzke, Antonius J M"
11303786,"Kiehl, T R|Shibata, H|Pulst, S M"
16685930,"Zhou, Xiaobo|Liu, K Y|Bradley, P|Perrimon, N|Wong, Stephen T C"
17996649,"Fazi, Francesco|Racanicchi, Serena|Zardo, Giuseppe|Starnes, Linda M|Mancini, Marco|Travaglini, Lorena|Diverio, Daniela|Ammatuna, Emanuele|Cimino, Giuseppe|Lo-Coco, Francesco|Grignani, Francesco|Nervi, Clara"
15629159,"Li, Zejuan|Wang, Hanzhou|Zong, Hongliang|Sun, Qing|Kong, Xiangfei|Jiang, Jianhai|Gu, Jianxin"
17038183,"Lin, Tsai-Yu|Emerman, Michael"
17431399,"Hughes, Katie|Wand, Matthew|Foulston, Lucy|Young, Rosanna|Harley, Kate|Terry, Stephen|Ersfeld, Klaus|Rudenko, Gloria"
15514468,"Hirano, Takuro|Yamauchi, Nobuhiko|Sato, Fuminori|Soh, Tomoki|Hattori, Masa-aki"
16530274,"Otaki, Momoko|Sada, Kiyonao|Kadoya, Hiroyasu|Nagano-Fujii, Motoko|Hotta, Hak"
15817569,"Kalmykova, Alla I|Klenov, Mikhail S|Gvozdev, Vladimir A"
18316120,"Jere, Dhananjay|Xu, Cheng-Xiong|Arote, Rohidas|Yun, Cheol-Heui|Cho, Myung-Haing|Cho, Chong-Su"
17275734,"Patzel, Volker"
15563605,"Sottile, Jane|Chandler, Jennifer"
15743828,"Petrie, Victoria J|Wuitschick, Jeffrey D|Givens, Cheryl D|Kosinski, Aaron M|Partridge, Janet F"
12401489,"Ramaswamy, Gopalakrishna|Slack, Frank J"
17234766,"Blough, Michael D|Zlatescu, Magdalena C|Cairncross, J Gregory"
17201997,"Geldhof, P|Visser, A|Clark, D|Saunders, G|Britton, C|Gilleard, J|Berriman, M|Knox, D"
15031116,"Yu, Junying|Deng, Manqi|Medvedev, Sergey|Yang, Juxiang|Hecht, Norman B|Schultz, Richard M"
16472908,"Williams, Carmen J|Schultz, Richard M"
16055113,"Dai, Fangping|Yusuf, Faisal|Farjah, Gollam Hossein|Brand-Saberi, Beate"
18758472,"Hemler, Martin E"
15268677,"Pardridge, William M"
17234755,"Feng, Ying|Bommer, Guido T|Zhai, Yali|Akyol, Aytekin|Hinoi, Takao|Winer, Ira|Lin, Hua V|Cadigan, Ken M|Cho, Kathleen R|Fearon, Eric R"
15342400,"Robertson, Naomi|Potter, Christian|Harris, Adrian L"
15792960,"Moritoh, Satoru|Miki, Daisuke|Akiyama, Masahiro|Kawahara, Mihoko|Izawa, Takeshi|Maki, Hisaji|Shimamoto, Ko"
16816958,"de la Fuente, Jos&eacute;|Almaz&aacute;n, Consuelo|Blouin, Edmour F|Naranjo, Victoria|Kocan, Katherine M"
17218360,"Lorin-Nebel, Catherine|Xing, Juan|Yan, Xiaohui|Strange, Kevin"
9689911,"Zakharova, M V|Pertzev, A V|Kravetz, A N|Beletskaya, I V|Shlyapnikov, M G|Solonin, A S"
15186742,"Pelletier, Laurence|Ozl&uuml;, Nurhan|Hannak, Eva|Cowan, Carrie|Habermann, Bianca|Ruer, Martine|M&uuml;ller-Reichert, Thomas|Hyman, Anthony A"
17218358,"Wedel, Barbara|Boyles, Rebecca R|Putney, James W|Bird, Gary S"
18283318,"Christov, C P|Trivier, E|Krude, T"
15268660,"DiPaolo, Joseph A|Alvarez-Salas, Luis M"
18398004,"McBride, Jodi L|Boudreau, Ryan L|Harper, Scott Q|Staber, Patrick D|Monteys, Alex Mas|Martins, In&acirc;s|Gilmore, Brian L|Burstein, Haim|Peluso, Richard W|Polisky, Barry|Carter, Barrie J|Davidson, Beverly L"
15735603,"Joo, Jeong-Hoon|Alpatov, Roman|Munguba, Gustavo C|Jackson, Moira R|Hunt, Marguerite E|Sugrue, Stephen P"
10976047,"Svoboda, P|Stein, P|Hayashi, H|Schultz, R M"
16710447,"Cui, Mingxue|Kim, E Bridget|Han, Min"
12458798,"Castanotto, Daniela|Li, Haitang|Rossi, John J"
16055082,"Hikita, Takao|Qadota, Hiroshi|Tsuboi, Daisuke|Taya, Shinichiro|Moerman, Donald G|Kaibuchi, Kozo"
18029353,"Johmura, Yoshikazu|Osada, Shigehiro|Nishizuka, Makoto|Imagawa, Masayoshi"
17087271,"Saito, Ryuta|Kumabe, Toshihiro|Tominaga, Teiji"
15538974,"Geng, Fei|Shi, Bi Zhi|Yuan, Yun Feng|Wu, Xing Zhong"
16407326,"Hansen, Klavs R|Ibarra, Pablo Tejero|Thon, Genevi&egrave;ve"
18266910,"Xiong, Huajiang|Rivero, Francisco|Euteneuer, Ursula|Mondal, Subhanjan|Mana-Capelli, Sebastian|Larochelle, Denis|Vogel, Annette|Gassen, Berthold|Noegel, Angelika A"
16964379,"Hoeflich, Klaus P|Eby, Michael T|Forrest, William F|Gray, Daniel C|Tien, Janet Y|Stern, Howard M|Murray, Lesley J|Davis, David P|Modrusan, Zora|Seshagiri, Somasekar"
16227093,"Chowdhury, Dipanjan|Novina, Carl D"
16997138,"Haney, Steven A|LaPan, Peter|Pan, Jing|Zhang, Jing"
18438928,"Vladimirova, Valentina|Waha, Andreas|L&uuml;ckerath, Katharina|Pesheva, Penka|Probstmeier, Rainer"
15358735,"Buckingham, Steven D|Esmaeili, Behrooz|Wood, Matthew|Sattelle, David B"
15883023,"Huo, Xiao-fang|Zhang, Jun-Wu"
18316047,"Gonz&aacute;lez-Gonz&aacute;lez, Emilio|L&oacute;pez-Casas, Pedro P|del Mazo, Jes&uacute;s"
11827981,"Giet, R&eacute;gis|McLean, Doris|Descamps, Simon|Lee, Michael J|Raff, Jordan W|Prigent, Claude|Glover, David M"
16530187,"Boisson, Bertrand|Jacques, Jean Claude|Choumet, Val&eacute;rie|Martin, Estelle|Xu, Jiannong|Vernick, Ken|Bourgouin, Catherine"
16096010,"Lu, Patrick Y|Xie, Frank|Woodle, Martin C"
12942087,"Sledz, Carol A|Holko, Michelle|de Veer, Michael J|Silverman, Robert H|Williams, Bryan R G"
18258694,"Yuan, Jing|Chen, Dan|Ren, Yujun|Zhang, Xuelian|Zhao, Jie"
12950277,"Katahira, Tatsuya|Nakamura, Harukazu"
15555332,"Xu, Yang|Wang, Yi-Hua|Gao, Ji-Dong|Ye, Jue|Zhu, Hong-Xia|Xu, Ning-Zhi|Wang, Xing-Yu|Sun, Zong-Tang"
15833860,"Timpson, Paul|Lynch, Danielle K|Schramek, Daniel|Walker, Francesca|Daly, Roger J"
17521412,"Gigolashvili, Tamara|Yatusevich, Ruslan|Berger, Bettina|M&uuml;ller, Caroline|Fl&uuml;gge, Ulf-Ingo"
15653635,"Tops, Bastiaan B J|Tabara, Hiroaki|Sijen, Titia|Simmer, Femke|Mello, Craig C|Plasterk, Ronald H A|Ketting, Ren&eacute; F"
18430723,"Wahid, Ahmed M|Coventry, Veronica K|Conn, Graeme L"
14670593,"Phipps, Krista M|Martinez, Alejandro|Lu, Jin|Heinz, Beverly A|Zhao, Genshi"
16407297,"McGrath, Meagan J|Cottle, Denny L|Nguyen, Mai-Anh|Dyson, Jennifer M|Coghill, Imogen D|Robinson, Paul A|Holdsworth, Melissa|Cowling, Belinda S|Hardeman, Edna C|Mitchell, Christina A|Brown, Susan"
15383296,"Dhir, Vivek|Goulding, David|Field, Mark C"
16636670,"Pramoonjago, P|Baras, A S|Moskaluk, C A"
11016954,"Fagard, M|Boutet, S|Morel, J B|Bellini, C|Vaucheret, H"
11893497,"Hutv&aacute;gner, Gy&ouml;rgy|Zamore, Phillip D"
16636664,"Wu, Y|Fan, Y|Xue, B|Luo, L|Shen, J|Zhang, S|Jiang, Y|Yin, Z"
17234679,"Ma, Hoi Tang|On, Kin Fan|Tsang, Yiu Huen|Poon, Randy Y C"
15882998,"Wakiyama, Motoaki|Matsumoto, Tomoko|Yokoyama, Shigeyuki"
17488630,"Goyal, Gaurav|Fell, Brennan|Sarin, Apurva|Youle, Richard J|Sriram, V"
16595700,"Ravnskjaer, Kim|Boergesen, Michael|Dalgaard, Louise T|Mandrup, Susanne"
15088371,"Scherer, Lisa|Rossi, John J"
15604463,"Akaneya, Yukio|Jiang, Bin|Tsumoto, Tadaharu"
15661804,"Rashmi, Ramachandran|Kumar, Santhosh|Karunagaran, Devarajan"
12434153,"Collins, Nadine|Poot, Raymond A|Kukimoto, Iwao|Garc&iacute;a-Jim&eacute;nez, Custodia|Dellaire, Graham|Varga-Weisz, Patrick D"
17054439,"Slevogt, Hortense|Seybold, Joachim|Tiwari, Krishna N|Hocke, Andreas C|Jonatat, Carola|Dietel, Solveig|Hippenstiel, Stefan|Singer, Bernhard B|Bachmann, Sebastian|Suttorp, Norbert|Opitz, Bastian"
16055013,"Whelan, Jo"
17324773,"Andersen, Nicholas D|Monahan, Thomas S|Malek, Junaid Y|Jain, Monica|Daniel, Soizic|Caron, Lena D|Pradhan, Leena|Ferran, Christiane|Logerfo, Frank W"
12589796,"Ishihara, Naotada|Jofuku, Akihiro|Eura, Yuka|Mihara, Katsuyoshi"
12974816,"Lawrence, Richard J|Pikaard, Craig S"
16489184,"Lee, Rosalind C|Hammell, Christopher M|Ambros, Victor"
17611488,"Gonzalez-Alegre, Pedro|Paulson, Henry L"
17627864,"Jia, Li|Wang, Shujing|Cao, Jun|Zhou, Huimin|Wei, Wei|Zhang, Jianing"
16169685,"Lin, Tao|He, Xiaowei|Yang, Ling|Shou, Huixia|Wu, Ping"
18594516,"Hasselmann, Martin|Gempe, Tanja|Schi&oslash;tt, Morten|Nunes-Silva, Carlos Gustavo|Otte, Marianne|Beye, Martin"
18479827,"Nishimura, I|Sakoda, J-Y|Yoshikawa, K"
17259216,"Katoh, Takayuki|Suzuki, Tsutomu"
17070797,"Bender, Aaron M|Kirienko, Natalia V|Olson, Sara K|Esko, Jeffery D|Fay, David S"
17341131,"Nelson, C Mindy|Ihle, Kate E|Fondrk, M Kim|Page, Robert E|Amdam, Gro V"
11762377,"Klink, V P|Wolniak, S M"
15219396,"Vastenhouw, Nadine L|Plasterk, Ronald H A"
12221121,"Geles, Kenneth G|Johnson, Jeffrey J|Jong, Sena|Adam, Stephen A"
15194811,"Yin, Xiaoyan|Gower, Nicholas J D|Baylis, Howard A|Strange, Kevin"
16300731,"Wei, Yuanyan|Jiang, Jianhai|Sun, Maoyun|Chen, Xiaoning|Wang, Hanzhou|Gu, Jianxin"
16439995,"Leuschner, Philipp J F|Ameres, Stefan L|Kueng, Stephanie|Martinez, Javier"
17046201,"Horovitz-Fried, Miriam|Jacob, Avraham I|Cooper, Denise R|Sampson, Sanford R"
17644215,"Jiang, Peng|Wu, Haonan|Da, Yao|Sang, Fei|Wei, Jiawei|Sun, Xiao|Lu, Zuhong"
16014005,"Oleinik, Natalia V|Krupenko, Natalia I|Priest, David G|Krupenko, Sergey A"
17185461,"Kashkar, Hamid|Deggerich, Anke|Seeger, Jens-Michael|Yazdanpanah, Benjamin|Wiegmann, Katja|Haubert, Dirk|Pongratz, Carola|Kr&ouml;nke, Martin"
18086576,"Jepson, James E C|Reenan, Robert A"
17259181,"Ciftci-Yilmaz, Sultan|Morsy, Mustafa R|Song, Luhua|Coutu, Alicia|Krizek, Beth A|Lewis, Michael W|Warren, Daniel|Cushman, John|Connolly, Erin L|Mittler, Ron"
14604972,"Ameri, Kurosh|Lewis, Claire E|Raida, Martin|Sowter, Heidi|Hai, Tsonwin|Harris, Adrian L"
17652395,"Xu, Ning|Segerman, Bo|Zhou, Xiaofu|Akusj&auml;rvi, G&ouml;ran"
12810921,"Longman, Dasa|Johnstone, Iain L|C&aacute;ceres, Javier F"
17955497,"Mamali, Irene|Kapodistria, Katerina|Lampropoulou, Maria|Marmaras, Vassilis J"
15801000,"Wang, Wei|Wang, Chun-You|Dong, Ju-Hua|Chen, Xiong|Zhang, Min|Zhao, Gang"
12810918,"MacMorris, Margaret|Brocker, Chad|Blumenthal, Thomas"
16087718,"Garnett, Kay E|Chapman, Philip|Chambers, Julie A|Waddell, Ian D|Boam, David S W"
15940262,"Grewal, Thomas|Evans, Rachael|Rentero, Carles|Tebar, Francesc|Cubells, Laia|de Diego, I&ntilde;aki|Kirchhoff, Matthias F|Hughes, William E|Heeren, Joerg|Rye, Kerry-Anne|Rinninger, Franz|Daly, Roger J|Pol, Albert|Enrich, Carlos"
16751269,"Zhang, Shenyuan L|Yeromin, Andriy V|Zhang, Xiang H-F|Yu, Ying|Safrina, Olga|Penna, Aubin|Roos, Jack|Stauderman, Kenneth A|Cahalan, Michael D"
17357476,"Chang, Ying|Chen, Qiong|Dong, Xuyang|Han, Siyuan|Lin, Jusheng|Liu, Yao|Ren, Jinghua|Xu, Dong|Yao, Jinjian"
12810914,"Djikeng, Appolinaire|Shi, Huafang|Tschudi, Christian|Shen, Shuiyuan|Ullu, Elisabetta"
15800994,"Zheng, Zhi-Hong|Sun, Xiu-Ju|Zhou, Hai-Tao|Shang, Chao|Ji, Hong|Sun, Kai-Lai"
17848993,"Wang, Wenhui|Liu, Xinyu|Gelinas, Danielle|Ciruna, Brian|Sun, Yu"
