pmid,authors
17229885,"Horn, Virginie|Th&eacute;lu, Jacques|Garcia, Alphonse|Albig&egrave;s-Rizo, Corinne|Block, Marc R|Viallet, Jean"
12937276,"Galy, Vincent|Mattaj, Iain W|Askjaer, Peter"
16697404,"Valentim, Lauren|Laurence, Kevin M|Townsend, Paul A|Carroll, Christopher J|Soond, Surinder|Scarabelli, Tiziano M|Knight, Richard A|Latchman, David S|Stephanou, Anastasis"
14993466,"Pancoska, Petr|Moravek, Zdenek|Moll, Ute M"
17049658,"Jia, Fang|Zhang, Yi-Zheng|Liu, Chang-Mei"
17508409,"Wu, Yi-Hui|Cheng, Ya-Wen|Chang, Jinghua Tsai|Wu, Tzu-Chin|Chen, Chih-Yi|Lee, Huei"
16959541,"ter Brake, Olivier|Konstantinova, Pavlina|Ceylan, Mustafa|Berkhout, Ben"
15468596,"Boden, Daniel|Pusch, Oliver|Ramratnam, Bharat"
15271988,"Ichimiya, Tomomi|Manya, Hiroshi|Ohmae, Yoshiko|Yoshida, Hideki|Takahashi, Kuniaki|Ueda, Ryu|Endo, Tamao|Nishihara, Shoko"
15468595,"Wadhwa, Renu|Kaul, Sunil C|Miyagishi, Makoto|Taira, Kazunari"
18663472,"Brown, Susan J|Miller, Sherry C|Tomoyasu, Yoshinori"
15452203,"Gou, Deming|Narasaraju, Telugu|Chintagari, Narendranath Reddy|Jin, Nili|Wang, Pengcheng|Liu, Lin"
18442282,"Endoh, Tamaki|Sisido, Masahiko|Ohtsuki, Takashi"
17352744,"Matsubara, Yosuke|Kawasaki, Ichiro|Urushiyama, Seiichi|Yasuda, Tomoharu|Shirakata, Masaki|Iino, Yuichi|Shibuya, Hiroshi|Yamanashi, Yuji"
15075367,"Matuliene, Jurgita|Kuriyama, Ryoko"
18253863,"Tsai, Yi-Tzang|Lin, Chen-I|Chen, Hung-Kai|Lee, Kuo-Ming|Hsu, Chia-Yi|Yang, Shun-Jen|Yeh, Ning-Hsing"
16844838,"Yoda, Hiroshi|Hiroi, Yoshinobu|Sano, Hiroshi"
12150821,"Paddison, Patrick J|Hannon, Gregory J"
12060707,"Sineshchekov, Oleg A|Jung, Kwang-Hwan|Spudich, John L"
16697376,"Wu, Meiqun|Yu, Zhenbao|Fan, Jinjiang|Caron, Antoine|Whiteway, Malcolm|Shen, Shi-Hsiang"
15247386,"Hofius, Daniel|Hajirezaei, Mohammad-Reza|Geiger, Michael|Tschiersch, Henning|Melzer, Michael|Sonnewald, Uwe"
16271386,"Matranga, Christian|Tomari, Yukihide|Shin, Chanseok|Bartel, David P|Zamore, Phillip D"
17066009,"Bots, Marc|Maughan, Spencer|Nieuwland, Jeroen"
18221081,"Hassan, Ali"
15591448,"Lin, Rongcheng|Wang, Haiyang"
16484376,"Yang, Wei-Hong|Yu, Jiang Hong|Gulick, Tod|Bloch, Kenneth D|Bloch, Donald B"
16042007,"Chen, Qing|Rehman, S|Smant, G|Jones, John T"
16042006,"Rosso, M N|Dubrana, M P|Cimbolini, N|Jaubert, S|Abad, P"
16959510,"Lee, Hui Sun|Lee, Soo Nam|Joo, Chul Hyun|Lee, Heuiran|Lee, Han Saem|Yoon, Seung Yong|Kim, Yoo Kyum|Choe, Han"
16566293,"Chatterjee-Kishore, Moitreyee"
15509524,"Chang, Hung-Shu|Lin, Ching-Hui|Chen, Yu-Chi|Yu, Winston C Y"
17434644,"Kumar, Lekha Dinesh|Clarke, Alan R"
17655825,"Yokota, Takanori|Iijima, Sayuki|Kubodera, Takayuki|Ishii, Koji|Katakai, Yuko|Ageyama, Naohide|Chen, Yingwei|Lee, Young-Jung|Unno, Toshinori|Nishina, Kazutaka|Iwasaki, Yuki|Maki, Noboru|Mizusawa, Hidehiro|Akari, Hirofumi"
14706697,"Kawano, Taizo|Kataoka, Naoyuki|Dreyfuss, Gideon|Sakamoto, Hiroshi"
16738311,"Win, Thein Z|Stevenson, Abigail L|Wang, Shao-Win"
12773381,"Deneka, Magdalena|Neeft, Maaike|Popa, Ioana|van Oort, Masja|Sprong, Hein|Oorschot, Viola|Klumperman, Judith|Schu, Peter|van der Sluijs, Peter"
16033796,"Cebri&agrave;, Francesc|Newmark, Phillip A"
18450431,"Parthasarathy, R|Tan, Anjiang|Palli, Subba R"
15845374,"Shah, Rashmi G|Ghodgaonkar, Medini M|Affar, El Bachir|Shah, Girish M"
12740604,"Yokota, Takanori|Sakamoto, Naoya|Enomoto, Nobuyuki|Tanabe, Yoko|Miyagishi, Makoto|Maekawa, Shinya|Yi, Li|Kurosaki, Masayuki|Taira, Kazunari|Watanabe, Mamoru|Mizusawa, Hidehiro"
17197051,"Iyer, Shyamala|Deutsch, Kerry|Yan, Xiaowei|Lin, Biaoyang"
15976442,"Wassmer, Thomas|Froissard, Marine|Plattner, Helmut|Kissmehl, Roland|Cohen, Jean"
17663987,"Weisschuh, Nicole|Alavi, Marcel V|Bonin, Michael|Wissinger, Bernd"
15157233,"Han, S-H|Ryu, J-H|Oh, C-T|Nam, K-B|Nam, H-J|Jang, I-H|Brey, P T|Lee, W-J"
18606065,"Chen, Ping|Fu, Jin-Xiang|Li, Bing-Zong|Zhuang, Wen-Zhuo"
15247344,"Svoboda, Petr|Stein, Paula|Filipowicz, Witold|Schultz, Richard M"
15722476,"Heale, Bret S E|Soifer, Harris S|Bowers, Chauncey|Rossi, John J"
15919084,"Hoshika, Shuichi|Minakawa, Noriaki|Kamiya, Hiroyuki|Harashima, Hideyoshi|Matsuda, Akira"
16517100,"Zhou, Jinlin|Liao, Min|Hatta, Takeshi|Tanaka, Miho|Xuan, Xuenan|Fujisaki, Kozo"
17639403,"Nakatsuka, Takashi|Abe, Yoshiko|Kakizaki, Yuko|Yamamura, Saburo|Nishihara, Masahiro"
18606059,"Huang, Li-Xi|Li, Yong-Qiang|Pan, Ke|Song, Hai-Feng|Wang, Hui|Wang, Qi-Jing|Xia, Jian-Chuan|Zhou, Jun"
12740585,"McCaffrey, Anton P|Nakai, Hiroyuki|Pandey, Kusum|Huang, Zan|Salazar, Felix H|Xu, Hui|Wieland, Stefan F|Marion, Patricia L|Kay, Mark A"
12847081,"Pettitt, Jonathan|Cox, Elisabeth A|Broadbent, Ian D|Flett, Aileen|Hardin, Jeff"
15157224,"Jayachandran, G|Fallon, A M"
16287716,"Miyoshi, Keita|Tsukumo, Hiroko|Nagami, Tomoko|Siomi, Haruhiko|Siomi, Mikiko C"
15951844,"Hern&aacute;ndez, Victor Hern&aacute;ndez|Bueno, David"
17434595,"Bouslama-Oueghlani, Lamia|Echard, Arnaud|Louvard, Daniel|Gautreau, Alexis"
15771615,"Ventura, Natascia|Rea, Shane|Henderson, Samuel T|Condo, Ivano|Johnson, Thomas E|Testi, Roberto"
17098718,"Huang, Chen|Liu, Li-Ying|Song, Tu-Sheng|Xu, De-Hui"
16418779,"Humphrey, Mary Beth|Daws, Michael R|Spusta, Steve C|Niemi, Er&eacute;ne C|Torchia, James A|Lanier, Lewis L|Seaman, William E|Nakamura, Mary C"
16730075,"He, Yun-Xia|Hua, Rong-Hong|Zhou, Yan-Jun|Qiu, Hua-Ji|Tong, Guang-Zhi"
18032603,"Beck, Markus H|Strand, Michael R"
15730651,"Chen, Li-feng|Dang, Yong-ming|Huang, Yue-sheng|Li, Xiao-dong|Yang, Zong-cheng|Zhang, Dong-xia"
16173017,"Zhang, Xiaodong|Dong, Nan|Yin, Lihui|Cai, Na|Ma, Hongtao|You, Jiacong|Zhang, Hang|Wang, Honghui|He, Ran|Ye, Lihong"
17098713,"Cao, Jia-Shu|Liu, Le-Cheng|Xiang, Xun"
16762840,"Zofall, Martin|Grewal, Shiv I S"
14755799,"Moore, Rhonda|Boyd, Lynn"
16582612,"Mitra, Jayashree|Enders, Greg H|Azizkhan-Clifford, Jane|Lengel, Kathleen L"
7489491,"Clarke, P A|Mathews, M B"
17967059,"Derr&eacute;, Isabelle|Pypaert, Marc|Dautry-Varsat, Alice|Agaisse, Herv&eacute;"
14657490,"Tonkin, Leath A|Bass, Brenda L"
17336272,"Wu, Xiaofeng|Fan, Jia|Wang, Xiaoying|Zhou, Jian|Qiu, Shuangjian|Yu, Yao|Liu, Yinkun|Tang, Zhaoyou"
14665679,"Agrawal, Neema|Dasaradhi, P V N|Mohmmed, Asif|Malhotra, Pawan|Bhatnagar, Raj K|Mukherjee, Sunil K"
18417613,"Ishizaki, Ray|Mitsuhashi, Hiroko|Nakayama, Kazuhisa|Shin, Hye-Won"
17287115,"Small, Ian"
15992778,"Tirasophon, Witoon|Roshorm, Yaowaluck|Panyim, Sakol"
17172424,"Gondi, Christopher S|Kandhukuri, Neelima|Kondraganti, Shakuntala|Gujrati, Meena|Olivero, William C|Dinh, Dzung H|Rao, Jasti S"
17057736,"Ma, C|Zhang, J|Durrin, L K|Lv, J|Zhu, D|Han, X|Sun, Y"
18155464,"Green, Rebecca A|Audhya, Anjon|Pozniakovsky, Andrei|Dammermann, Alexander|Pemble, Hayley|Monen, Joost|Portier, Nathan|Hyman, Anthony|Desai, Arshad|Oegema, Karen"
17868742,"Ma, Xi|Wang, Xinyu|Gao, Xia|Wang, Lan|Lu, Yang|Gao, Peng|Deng, Weiwei|Yu, Peng|Ma, Jinjing|Guo, Jinhai|Cheng, Hualing|Zhang, Chenying|Shi, Taiping|Ma, Dalong"
18319301,"Koh, Wonshill|Mahan, Rachel D|Davis, George E"
15247299,"Shibata, Mami|Ishii, Junko|Koizumi, Hiroyuki|Shibata, Norihito|Dohmae, Naoshi|Takio, Koji|Adachi, Hideki|Tsujimoto, Masafumi|Arai, Hiroyuki"
16246721,"Yamada, Takatomi|Fischle, Wolfgang|Sugiyama, Tomoyasu|Allis, C David|Grewal, Shiv I S"
17237953,"Colditz, Frank|Niehaus, Karsten|Krajinski, Franziska"
14698430,"DaRocha, Wanderson D|Otsu, Keiko|Teixeira, Santuza M R|Donelson, John E"
17655742,"Sutou, Shizuyo|Kunishi, Miho|Kudo, Toshiyuki|Wongsrikeao, Pimprapar|Miyagishi, Makoto|Otoi, Takeshige"
11560892,"Fares, H|Greenwald, I"
15951803,"Davuluri, Ganga Rao|van Tuinen, Ageeth|Fraser, Paul D|Manfredonia, Alessandro|Newman, Robert|Burgess, Diane|Brummell, David A|King, Stephen R|Palys, Joe|Uhlig, John|Bramley, Peter M|Pennings, Henk M J|Bowler, Chris"
15345594,"Foucault, Isabelle|Le Bras, S&eacute;verine|Charvet, C&eacute;line|Moon, Ch&eacute;ol|Altman, Amnon|Deckert, Marcel"
18466746,"Vashlishan, Amy B|Madison, Jon M|Dybbs, Mike|Bai, Jihong|Sieburth, Derek|Ch'ng, Queelim|Tavazoie, Masoud|Kaplan, Joshua M"
16582585,"Liang, J|Pan, Y L|Ning, X X|Sun, L J|Lan, M|Hong, L|Du, J P|Liu, N|Liu, C J|Qiao, T D|Fan, D M"
12011447,"Williams, Robert W|Rubin, Gerald M"
16410550,"M&uuml;ller, Dominik|Nagel, Anja C|Maier, Dieter|Preiss, Anette"
16410549,"Zastrow, Michael S|Flaherty, Denise B|Benian, Guy M|Wilson, Katherine L"
16500660,"Page, Antony P|McCormack, Gillian|Birnie, Andrew J"
10921907,"Kuwabara, P E|Lee, M H|Schedl, T|Jefferis, G S"
18499507,"Davis, Eric L|Hussey, Richard S|Mitchum, Melissa G|Baum, Thomas J"
15271857,"Zhou, Rui-Hai|Yao, Min|Lee, Tzong-Shyuan|Zhu, Yi|Martins-Green, Manuela|Shyy, John Y-J"
16115631,"Uprichard, Susan L"
17573806,"Filichkin, Sergei A|DiFazio, Stephen P|Brunner, Amy M|Davis, John M|Yang, Zamin K|Kalluri, Udaya C|Arias, Renee S|Etherington, Elizabeth|Tuskan, Gerald A|Strauss, Steven H"
16009132,"Bassermann, Florian|von Klitzing, Christine|M&uuml;nch, Silvia|Bai, Ren-Yuan|Kawaguchi, Hiroyuki|Morris, Stephan W|Peschel, Christian|Duyster, Justus"
14985130,"Lingor, Paul|Michel, Uwe|Sch&ouml;ll, Ulrike|B&auml;hr, Mathias|K&uuml;gler, Sebastian"
16009129,"Filipowicz, Witold"
16467881,"Li, Ming|Rohrer, Baerbel"
16009128,"Wassenegger, Michael"
16467879,"Fang, Huan|Huang, Wei|Xu, Ying Ying|Shen, Zong Hou|Wu, Chao Qun|Qiao, Shou Yi|Xu, Yan|Yu, Long|Chen, Hui Li"
16369574,"Buchon, N|Vaury, C"
16713637,"LoTurco, Joseph J|Bai, Jilin"
15583140,"Keene, Kimberly M|Foy, Brian D|Sanchez-Vargas, Irma|Beaty, Barry J|Blair, Carol D|Olson, Ken E"
17344420,"Vogel, Rutger O|Janssen, Rolf J R J|van den Brand, Mari&euml;l A M|Dieteren, Cindy E J|Verkaart, Sjoerd|Koopman, Werner J H|Willems, Peter H G M|Pluk, Wendy|van den Heuvel, Lambert P W J|Smeitink, Jan A M|Nijtmans, Leo G J"
18679713,"Aranda, Manuel|Bayer, Till|Marques-Souza, Henrique|Tautz, Diethard"
11880351,"Pineda, David|Rossi, Leonardo|Batistoni, Renata|Salvetti, Alessandra|Marsal, Maria|Gremigni, Vittorio|Falleni, Alessandra|Gonzalez-Linares, Javier|Deri, Paolo|Sal&oacute;, Emili"
16369566,"Page, Andrew R|Kovacs, Andras|Deak, Peter|Torok, Tibor|Kiss, Istvan|Dario, Paulo|Bastos, Cristina|Batista, Pedro|Gomes, Rui|Ohkura, Hiro|Russell, Steven|Glover, David M"
18499486,"Shao, Shu-Li|Sun, Ying-Yu|Li, Xu-Yan|Zhang, Wei-Wei|Fu, Bo|Yun, Dong-Ze|Zuo, Ming-Xue"
17131421,"Fountaine, Timothy M|Wade-Martins, Richard"
17901466,"Maldonado, Eduardo N|Alderson, Nathan L|Monje, Paula V|Wood, Patrick M|Hama, Hiroko"
17876887,"Ma, Yan|Chan, Chu-Yan|He, Ming-Liang"
18687895,"Ghosh, Debjani|Srivastava, Gyan P|Xu, Dong|Schulz, Laura C|Roberts, R Michael"
18261910,"Ho, Cecilia Yuen Sze|Murnane, John Patrick|Yeung, Ava Kit Ying|Ng, Ho Keung|Lo, Anthony Wing Ip"
16394130,"Zheng, Zhi-Ming|Tang, Shuang|Tao, Mingfang"
17573778,"Mukoyama, Yohei|Utani, Atsushi|Matsui, Seiya|Zhou, Shuxia|Miyachi, Yoshiki|Matsuyoshi, Norihisa"
17213328,"Schmitz, Caroline|Kinge, Parag|Hutter, Harald"
15067023,"Cougot, Nicolas|Babajko, Sylvie|S&eacute;raphin, Bertrand"
16353167,"Chan, David Wai|Ng, Irene Oi-lin"
17942414,"Gendler, Karla|Paulsen, Tara|Napoli, Carolyn"
14657420,"Milhavet, Ollivier|Gary, Devin S|Mattson, Mark P"
15288204,"Farooqui, Tahira|Vaessin, Harald|Smith, Brian H"
18450316,"Whangbo, Jennifer S|Hunter, Craig P"
17942411,"Pati, Amrita|Jin, Ying|Klage, Karsten|Helm, Richard F|Heath, Lenwood S|Ramakrishnan, Naren"
11872138,"Fares, Hanna|Grant, Barth"
14993290,"Catalanotto, Caterina|Pallotta, Massimiliano|ReFalo, Paul|Sachs, Matthew S|Vayssie, Laurence|Macino, Giuseppe|Cogoni, Carlo"
15681418,"Yuan, Ji|Cheung, Paul K M|Zhang, Huifang M|Chau, David|Yang, Decheng"
16394122,"Corey, David R"
16934794,"Copf, Tijana|Rabet, Nicolas|Averof, Michalis"
15837065,"Poehlmann, T G|Fitzgerald, J S|Meissner, A|Wengenmayer, T|Schleussner, E|Friedrich, K|Markert, U R"
16336777,"Benavides, Fernando|Conti, Claudio J|Gonzalez-Guerrico, Anatilde M|Kazanietz, Marcelo G|Meshki, John|Xiao, Liqing"
16598920,"Bin, Xiao-Nong|L&uuml;, Jia-Chun|Lai, Yan-Dong|Li, Xiu-Ying"
17205126,"Maqbool, Tariq|Soler, Cedric|Jagla, Teresa|Daczewska, Malgorzata|Lodha, Neha|Palliyil, Sudhir|VijayRaghavan, K|Jagla, Krzysztof"
16459650,"Shi, Zhong-Cheng|Yu, Yang|Li, Yu|Fu, Song-Bin"
16967553,"Evanko, Daniel"
18212735,"Wagner, N|Michiels, J F|Schedl, A|Wagner, K-D"
17287033,"Zhou, Jun-fang|Hua, Xiu-guo|Cui, Li|Zhu, Jian-guo|Miao, De-nian|Zou, Yong|He, Xi-zhong|Su, Wan-guo"
17442678,"Hou, Jianghui|Shan, Qixian|Wang, Tong|Gomes, Antonio S|Yan, QingShang|Paul, David L|Bleich, Markus|Goodenough, Daniel A"
15918965,"Liu, Quan-yan|Liu, Zhi-su|Wu, Kai-lang|Zhu, Ying"
17360756,"Christensen, Helen S|Daher, A&iuml;cha|Soye, Kaitlin J|Frankel, Lisa B|Alexander, Marina R|Lain&eacute;, S&eacute;bastien|Bannwarth, Sylvie|Ong, Chi L|Chung, Sean W L|Campbell, Shahan M|Purcell, Damian F J|Gatignol, Anne"
17459060,"Qiu, Zhengjun|Huang, Chen|Sun, Jing|Qiu, Wei|Zhang, Jufeng|Li, Huiming|Jiang, Tao|Huang, Kejian|Cao, Jun"
16353139,"Schneider, G&uuml;nter|Weber, Andreas|Zechner, Ulrich|Oswald, Franz|Friess, Helmut M|Schmid, Roland M|Liptay, Susanne"
17893233,"Matoso, Andres|Zhou, Zongxiang|Hayama, Ryo|Flesken-Nikitin, Andrea|Nikitin, Alexander Yu"
16713582,"Close, Pierre|Hawkes, Nicola|Cornez, Isabelle|Creppe, Catherine|Lambert, Charles A|Rogister, Bernard|Siebenlist, Ulrich|Merville, Marie-Paule|Slaugenhaupt, Susan A|Bours, Vincent|Svejstrup, Jesper Q|Chariot, Alain"
17418094,"Kaszubiak, Alexander|Kupstat, Annette|M&uuml;ller, Ursula|Hausmann, Romy|Holm, Per Sonne|Lage, Hermann"
18089836,"Yoshida, Makoto|Kabe, Yasuaki|Wada, Tadashi|Asai, Akira|Handa, Hiroshi"
18433897,"Tkacz, Itai Dov|Cohen, Shlomo|Salmon-Divon, Mali|Michaeli, Shulamit"
15615848,"Sugiyama, Tomoyasu|Cam, Hugh|Verdel, Andr&eacute;|Moazed, Danesh|Grewal, Shiv I S"
16787303,"Wilson, J A|Richardson, C D"
18073444,"Tarailo, Maja|Tarailo, Sanja|Rose, Ann M"
15746914,"Bourikas, Dimitris|Pekarik, Vladimir|Baeriswyl, Thomas|Grunditz, Asa|Sadhu, Rejina|Nard&oacute;, Michele|Stoeckli, Esther T"
15722335,"Langlois, Marc-Andr&eacute;|Boniface, Christelle|Wang, Gang|Alluin, Jessica|Salvaterra, Paul M|Puymirat, Jack|Rossi, John J|Lee, Nan Sook"
17704799,"Gross, C|Dubois-Pot, H|Wasylyk, B"
11437918,"Adelman, Z N|Blair, C D|Carlson, J O|Beaty, B J|Olson, K E"
16934750,"Boelz, Stephanie|Neu-Yilik, Gabriele|Gehring, Niels H|Hentze, Matthias W|Kulozik, Andreas E"
11937629,"Holen, Torgeir|Amarzguioui, Mohammed|Wiiger, Merete T|Babaie, Eshrat|Prydz, Hans"
18270043,"Yan, P|Zhou, X|Shah, M|Wong, S T C"
15656792,"Bilanges, Benoit|Stokoe, David"
16369493,"Incassati, A|Patel, D|McCance, D J"
17434453,"Tsang, Suk Ying|Moore, Jennifer C|Huizen, Rika Van|Chan, Camie W Y|Li, Ronald A"
18499413,"H&ouml;bel, Sabrina|Prinz, Robert|Malek, Anastasia|Urban-Klein, Beata|Sitterberg, Johannes|Bakowsky, Udo|Czubayko, Frank|Aigner, Achim"
16787284,"Nawrot, Barbara|Sipa, Katarzyna"
16787283,"Zhou, Demin|He, Qiuchen S|Wang, Cuiying|Zhang, Jing|Wong-Staal, Flossie"
15910738,"Menzel, Ralph|R&ouml;del, Matthias|Kulas, Jana|Steinberg, Christian E W"
16967506,"Muraro, Nara I|Moffat, Kevin G"
14747473,"Iwabu, Akihiro|Smith, Kirsty|Allen, Fred D|Lauffenburger, Douglas A|Wells, Alan"
17286993,"Seitz, Christian|Vitten, Matthias|Steinbach, Peter|Hartl, Sabrina|Hirsche, J&ouml;rg|Rathje, Wiebke|Treutter, Dieter|Forkmann, Gert"
18073424,"Yang, Wen|Li, Jingjing|Hekimi, Siegfried"
18523981,"Sun, Qingju|Miao, Mingyong|Jia, Xuan|Guo, Wei|Wang, Lianghua|Yao, Zhenzhen|Liu, Chunli|Jiao, Binghua"
11175756,"Greener, T|Grant, B|Zhang, Y|Wu, X|Greene, L E|Hirsh, D|Eisenberg, E"
16107339,"Barth, Sarit|Hury, Avraham|Liang, Xue-Hai|Michaeli, Shulamit"
16254793,"Pagliaro, Len"
17155913,"Formstecher, Etienne|Reverdy, Celine|Cholay, Mickael|Planquette, Cecile|Trouplin, Virginie|Lehrmann, Heike|Aresta, Sandra|Calabrese, Alessandra|Arar, Khalil|Daviet, Laurent|Colland, Frederic"
15361863,"J&iacute;nek, Martin|Rehwinkel, Jan|Lazarus, Brooke D|Izaurralde, Elisa|Hanover, John A|Conti, Elena"
17016646,"Ye, Lv|Zhang, Hongying|Zhang, Li|Yang, Guanghua|Ke, Qi|Guo, Hua|Bu, Hong"
17155910,"Seyhan, Attila A|Vlassov, Alexander V|Johnston, Brian H"
18057029,"Korolchuk, Viktor I|Sch&uuml;tz, Martin M|G&oacute;mez-Llorente, Carolina|Rocha, Jo&atilde;o|Lansu, Nico R|Collins, Stephanie M|Wairkar, Yogesh P|Robinson, Iain M|O'Kane, Cahir J"
11577155,"Wu, C Y|Fu, J F|Liu, S T"
16525121,"Zhang, Xinjun|He, Xi|Fu, Xin-Yuan|Chang, Zhijie"
17041217,"Liu, Haipeng|Jiravanichpaisal, Pikul|S&ouml;derh&auml;ll, Irene|Cerenius, Lage|S&ouml;derh&auml;ll, Kenneth"
17590081,"Haasnoot, Joost|de Vries, Walter|Geutjes, Ernst-Jan|Prins, Marcel|de Haan, Peter|Berkhout, Ben"
17131328,"Nakahira, Shin|Nakamori, Shoji|Tsujie, Masanori|Takahashi, Yuji|Okami, Jiro|Yoshioka, Shinichi|Yamasaki, Makoto|Marubashi, Shigeru|Takemasa, Ichiro|Miyamoto, Atsushi|Takeda, Yutaka|Nagano, Hiroaki|Dono, Keizo|Umeshita, Koji|Sakon, Masato|Monden, Morito"
17704768,"Koyama-Nasu, Ryo|David, Gregory|Tanese, Naoko"
16205630,"Li, J|Zou, C|Bai, Y|Wazer, D E|Band, V|Gao, Q"
16574269,"Huber, Lars C|Distler, Oliver|Gay, Renate E|Gay, Steffen"
12117820,"Pane, Attilio|Salvemini, Marco|Delli Bovi, Pasquale|Polito, Catello|Saccone, Giuseppe"
17237820,"Oricchio, E|Sciamanna, I|Beraldi, R|Tolstonog, G V|Schumann, G G|Spadafora, C"
17393467,"Fr&eacute;min, Christophe|Ezan, Fr&eacute;d&eacute;ric|Boisselier, Pierre|Bessard, Anne|Pag&egrave;s, Gilles|Pouyss&eacute;gur, Jacques|Baffet, Georges"
15574841,"Kawai-Toyooka, Hiroko|Kuramoto, Chihiro|Orui, Kyoko|Motoyama, Kentaro|Kikuchi, Kazuhiro|Kanegae, Takeshi|Wada, Masamitsu"
17237817,"Bus&agrave;, R|Paronetto, M P|Farini, D|Pierantozzi, E|Botti, F|Angelini, D F|Attisani, F|Vespasiani, G|Sette, C"
16574264,"Werth, Stephanie|Urban-Klein, Beata|Dai, Lige|H&ouml;bel, Sabrina|Grzelinski, Marius|Bakowsky, Udo|Czubayko, Frank|Aigner, Achim"
17360694,"Swiezewski, Szymon|Crevillen, Pedro|Liu, Fuquan|Ecker, Joseph R|Jerzmanowski, Andrzej|Dean, Caroline"
11839285,"Bucher, Gregor|Scholten, Johannes|Klingler, Martin"
18384693,"Kim, Yoon-Sik|Lee, Yong-Hwa|Kim, Hyun-Soon|Kim, Mi-Sun|Hahn, Kyu-Woong|Ko, Jeong-Heon|Joung, Hyouk|Jeon, Jae-Heung"
16959283,"Rahman, Shaila|Lu, Richard|Vandegraaff, Nick|Cherepanov, Peter|Engelman, Alan"
18655027,"Eguchi, Ryoji|Naitou, Hirotaka|Kunimasa, Kazuhiro|Ayuzawa, Rie|Fujimori, Yoshihiro|Ohashi, Norio|Kaji, Kazuhiko|Ohta, Toshiro"
17237810,"Beke, L|Nuytten, M|Van Eynde, A|Beullens, M|Bollen, M"
17663792,"Howard, Rebecca A|Sharma, Pratima|Hajjar, Connie|Caldwell, Kim A|Caldwell, Guy A|du Breuil, Rusla|Moore, Rhonda|Boyd, Lynn"
18392879,"Farzana, Laila|Brown, Susan J"
15525678,"Tu, Xiaoming|Wang, Ching C"
18032430,"Mattiacio, Jonelle L|Read, Laurie K"
18392878,"Berns, Nicola|Kusch, Thomas|Schr&ouml;der, Reinhard|Reuter, Rolf"
15361835,"Gelman, Marina S|Ye, X Katherine|Stull, Robert|Suhy, David|Jin, Liang|Ng, Dean|Than, Bruce|Ji, May|Pan, Alison|Perez, Paul|Sun, Yan|Yeung, Patricia|Garcia, Luz Maria|Harte, Rachel|Lu, Yan|Lamar, Elizabeth|Tavassoli, Roya|Kennedy, Scot|Osborn, Stephen|Chin, Daniel J|Meshaw, Kay|Holzmayer, Tatyana A|Axenovich, Sergey A|Abo, Arie"
17999659,"Chen, Shuai|Hajirezaei, Mohammad R|Zanor, Mar&iacute;a-In&eacute;s|Hornyik, Csaba|Debast, Stefan|Lacomme, Christophe|Fernie, Alisdair R|Sonnewald, Uwe|B&ouml;rnke, Frederik"
15615786,"Silh&aacute;nkov&aacute;, Marie|Jindra, Marek|Asahina, Masako"
16729898,"Jia, Peilin|Shi, Tieliu|Cai, Yudong|Li, Yixue"
17344298,"Blakqori, Gjon|Delhaye, Sophie|Habjan, Matthias|Blair, Carol D|S&aacute;nchez-Vargas, Irma|Olson, Ken E|Attarzadeh-Yazdi, Ghassem|Fragkoudis, Rennos|Kohl, Alain|Kalinke, Ulrich|Weiss, Siegfried|Michiels, Thomas|Staeheli, Peter|Weber, Friedemann"
17196841,"Dong, Ai-Qiang|Kong, Min-Jian|Ma, Zhi-Yuan|Qian, Jian-Fang|Xu, Xiao-Hong"
15615783,"Lopes, Carla S|Sampaio, Paula|Williams, Byron|Goldberg, Michael|Sunkel, Claudio E"
17303335,"Tang, Kai-Fu|Wang, Yan|Wang, Pengfei|Chen, Min|Chen, Yao|Hu, Huai-Dong|Hu, Peng|Wang, Bo|Yang, Wenjie|Ren, Hong"
15386405,"Du, Jingping|Pan, Yanglin|Shi, Yongquan|Guo, Changcun|Jin, Xiaohang|Sun, Li|Liu, Na|Qiao, Taidong|Fan, Daiming"
16631589,"Kambris, Zakaria|Brun, Sylvain|Jang, In-Hwan|Nam, Hyuck-Jin|Romeo, Yves|Takahashi, Kuniaki|Lee, Won-Jae|Ueda, Ryu|Lemaitre, Bruno"
17360676,"Chu, J J H|Yang, Priscilla L"
18171683,"Konopova, Barbora|Jindra, Marek"
2909985,"O'Malley, R P|Duncan, R F|Hershey, J W|Mathews, M B"
17663774,"Klase, Zachary|Kale, Prachee|Winograd, Rafael|Gupta, Madhur V|Heydarian, Mohammad|Berro, Reem|McCaffrey, Timothy|Kashanchi, Fatah"
18089758,"Schnettler, Esther|Hemmes, Hans|Goldbach, Rob|Prins, Marcel"
18384668,"Lagido, Cristina|Pettitt, Jonathan|Flett, Aileen|Glover, L Anne"
2410262,"Svensson, C|Akusj&auml;rvi, G"
18802453,"Marshall, Wallace F"
16574228,"Geng, Degui|Joshi, Sunil K|Podolsky, Robert|She, Jin-Xiong"
17975059,"Aravin, Alexei A|Hannon, Gregory J|Brennecke, Julius"
16361235,"Kasbekar, Durgadas P|Ravindran, C|Vyas, Meenal"
18056974,"Luchak, James M|Prabhudesai, Leena|Sohal, Rajindar S|Radyuk, Svetlana N|Orr, William C"
16525063,"Bates, Emily A|Victor, Martin|Jones, Adriana K|Shi, Yang|Hart, Anne C"
