 Zip code 
90095
4672
232980568
10032
10039242
46091500
191112434
27705
981959472
10065
10065
11203
52242
90095
100296574
98109
27599
27599
30322
685880430
2199
33612
30322
52242
30322
21205
372036869
70118
10016
10016
95618
14260
27705
2472
2467
65208047
920930934
80523
481091274
21155737
15213
229044195
100656399
100323702
94305
920930934
631304899
70112
100296574
90095
60637
6030
94305
25701
33134
326115500
27599
21205
631304899
920371000
770303498
100122331
78713
15213
27705
2912
65208047
100323702
207425141
94305
100323702
926977600
10016
926977600
90095
30912
77555
24060
77555
2912
87108
95343
96822
60612
37208
59717
753909105
21205
685880430
100296574
37208
90033
2912
37208
212011508
947045940
37208
65208047
33612
2111
